epoch (ms),time (05:00),elapsed (s),pitch (deg),roll (deg),yaw (deg),heading (deg)
1517305031711,2018-01-30T14:37:11.711,0.775,178.482,22.613,23.210,23.210
1517305031714,2018-01-30T14:37:11.714,0.778,178.536,22.560,23.165,23.165
1517305031718,2018-01-30T14:37:11.718,0.782,178.577,22.516,23.132,23.132
1517305031731,2018-01-30T14:37:11.731,0.795,178.611,22.481,23.107,23.107
1517305031737,2018-01-30T14:37:11.737,0.801,178.651,22.458,23.091,23.091
1517305031779,2018-01-30T14:37:11.779,0.843,178.688,22.440,23.082,23.082
1517305031794,2018-01-30T14:37:11.794,0.858,178.707,22.425,23.075,23.075
1517305031798,2018-01-30T14:37:11.798,0.862,178.712,22.413,23.064,23.064
1517305031812,2018-01-30T14:37:11.812,0.876,178.718,22.401,23.051,23.051
1517305031832,2018-01-30T14:37:11.832,0.896,178.724,22.400,23.038,23.038
1517305031841,2018-01-30T14:37:11.841,0.905,178.736,22.398,23.040,23.040
1517305031845,2018-01-30T14:37:11.845,0.909,178.755,22.396,23.043,23.043
1517305031849,2018-01-30T14:37:11.849,0.913,178.769,22.395,23.060,23.060
1517305031853,2018-01-30T14:37:11.853,0.917,178.777,22.394,23.082,23.082
1517305031858,2018-01-30T14:37:11.858,0.922,178.782,22.393,23.102,23.102
1517305031862,2018-01-30T14:37:11.862,0.926,178.786,22.392,23.122,23.122
1517305031866,2018-01-30T14:37:11.866,0.930,178.786,22.391,23.147,23.147
1517305031869,2018-01-30T14:37:11.869,0.933,178.786,22.390,23.170,23.170
1517305031873,2018-01-30T14:37:11.873,0.937,178.790,22.390,23.194,23.194
1517305031876,2018-01-30T14:37:11.876,0.940,178.798,22.379,23.220,23.220
1517305031880,2018-01-30T14:37:11.880,0.944,178.813,22.364,23.243,23.243
1517305031883,2018-01-30T14:37:11.883,0.947,178.832,22.347,23.261,23.261
1517305031886,2018-01-30T14:37:11.886,0.950,178.853,22.329,23.268,23.268
1517305031890,2018-01-30T14:37:11.890,0.954,178.871,22.317,23.273,23.273
1517305031893,2018-01-30T14:37:11.893,0.957,178.888,22.311,23.278,23.278
1517305031896,2018-01-30T14:37:11.896,0.960,178.896,22.314,23.295,23.295
1517305031899,2018-01-30T14:37:11.899,0.963,178.898,22.325,23.322,23.322
1517305031904,2018-01-30T14:37:11.904,0.968,178.899,22.344,23.361,23.361
1517305031907,2018-01-30T14:37:11.907,0.971,178.904,22.367,23.404,23.404
1517305031911,2018-01-30T14:37:11.911,0.975,178.906,22.394,23.445,23.445
1517305031914,2018-01-30T14:37:11.914,0.978,178.910,22.428,23.485,23.485
1517305031919,2018-01-30T14:37:11.919,0.983,178.911,22.465,23.523,23.523
1517305031926,2018-01-30T14:37:11.926,0.990,178.904,22.501,23.555,23.555
1517305031941,2018-01-30T14:37:11.941,1.005,178.904,22.533,23.575,23.575
1517305031949,2018-01-30T14:37:11.949,1.013,178.924,22.561,23.584,23.584
1517305031956,2018-01-30T14:37:11.956,1.020,178.948,22.580,23.592,23.592
1517305031971,2018-01-30T14:37:11.971,1.035,178.974,22.591,23.600,23.600
1517305031981,2018-01-30T14:37:11.981,1.045,179.012,22.595,23.599,23.599
1517305031994,2018-01-30T14:37:11.994,1.058,179.054,22.598,23.595,23.595
1517305032001,2018-01-30T14:37:12.001,1.065,179.089,22.601,23.589,23.589
1517305032008,2018-01-30T14:37:12.008,1.072,179.125,22.596,23.578,23.578
1517305032023,2018-01-30T14:37:12.023,1.087,179.167,22.588,23.560,23.560
1517305032031,2018-01-30T14:37:12.031,1.095,179.212,22.580,23.545,23.545
1517305032039,2018-01-30T14:37:12.039,1.103,179.255,22.569,23.530,23.530
1517305032054,2018-01-30T14:37:12.054,1.118,179.303,22.557,23.512,23.512
1517305032063,2018-01-30T14:37:12.063,1.127,179.350,22.544,23.494,23.494
1517305032079,2018-01-30T14:37:12.079,1.143,179.400,22.531,23.474,23.474
1517305032086,2018-01-30T14:37:12.086,1.150,179.459,22.519,23.449,23.449
1517305032094,2018-01-30T14:37:12.094,1.158,179.522,22.517,23.426,23.426
1517305032101,2018-01-30T14:37:12.101,1.165,179.582,22.513,23.404,23.404
1517305032113,2018-01-30T14:37:12.113,1.177,179.633,22.508,23.382,23.382
1517305032121,2018-01-30T14:37:12.121,1.185,179.683,22.512,23.367,23.367
1517305032129,2018-01-30T14:37:12.129,1.193,179.737,22.518,23.363,23.363
1517305032144,2018-01-30T14:37:12.144,1.208,179.794,22.528,23.372,23.372
1517305032151,2018-01-30T14:37:12.151,1.215,179.851,22.539,23.398,23.398
1517305032159,2018-01-30T14:37:12.159,1.223,179.908,22.551,23.431,23.431
1517305032174,2018-01-30T14:37:12.174,1.238,179.963,22.565,23.467,23.467
1517305032181,2018-01-30T14:37:12.181,1.245,-179.976,22.578,23.505,23.505
1517305032196,2018-01-30T14:37:12.196,1.260,-179.913,22.592,23.549,23.549
1517305032204,2018-01-30T14:37:12.204,1.268,-179.857,22.607,23.603,23.603
1517305032212,2018-01-30T14:37:12.212,1.276,-179.800,22.622,23.656,23.656
1517305032226,2018-01-30T14:37:12.226,1.290,-179.730,22.633,23.703,23.703
1517305032234,2018-01-30T14:37:12.234,1.298,-179.643,22.640,23.752,23.752
1517305032241,2018-01-30T14:37:12.241,1.305,-179.543,22.646,23.804,23.804
1517305032256,2018-01-30T14:37:12.256,1.320,-179.440,22.652,23.860,23.860
1517305032263,2018-01-30T14:37:12.263,1.327,-179.343,22.660,23.916,23.916
1517305032271,2018-01-30T14:37:12.271,1.335,-179.255,22.666,23.968,23.968
1517305032286,2018-01-30T14:37:12.286,1.350,-179.172,22.664,24.004,24.004
1517305032302,2018-01-30T14:37:12.302,1.366,-179.077,22.654,24.023,24.023
1517305032310,2018-01-30T14:37:12.310,1.374,-178.949,22.611,24.006,24.006
1517305032317,2018-01-30T14:37:12.317,1.381,-178.772,22.516,23.953,23.953
1517305032325,2018-01-30T14:37:12.325,1.389,-178.542,22.379,23.885,23.885
1517305032332,2018-01-30T14:37:12.332,1.396,-178.314,22.216,23.826,23.826
1517305032346,2018-01-30T14:37:12.346,1.410,-178.130,22.041,23.780,23.780
1517305032354,2018-01-30T14:37:12.354,1.418,-177.974,21.880,23.752,23.752
1517305032361,2018-01-30T14:37:12.361,1.425,-177.856,21.758,23.778,23.778
1517305032378,2018-01-30T14:37:12.378,1.442,-177.783,21.665,23.864,23.864
1517305032385,2018-01-30T14:37:12.385,1.449,-177.721,21.576,23.967,23.967
1517305032399,2018-01-30T14:37:12.399,1.463,-177.644,21.467,24.074,24.074
1517305032406,2018-01-30T14:37:12.406,1.470,-177.558,21.316,24.159,24.159
1517305032413,2018-01-30T14:37:12.413,1.477,-177.481,21.125,24.164,24.164
1517305032429,2018-01-30T14:37:12.429,1.493,-177.382,20.915,24.115,24.115
1517305032436,2018-01-30T14:37:12.436,1.500,-177.254,20.678,24.078,24.078
1517305032444,2018-01-30T14:37:12.444,1.508,-177.101,20.435,24.039,24.039
1517305032459,2018-01-30T14:37:12.459,1.523,-176.930,20.183,23.963,23.963
1517305032466,2018-01-30T14:37:12.466,1.530,-176.770,19.924,23.826,23.826
1517305032477,2018-01-30T14:37:12.477,1.541,-176.636,19.706,23.661,23.661
1517305032489,2018-01-30T14:37:12.489,1.553,-176.548,19.515,23.471,23.471
1517305032496,2018-01-30T14:37:12.496,1.560,-176.527,19.333,23.215,23.215
1517305032504,2018-01-30T14:37:12.504,1.568,-176.546,19.162,22.868,22.868
1517305032526,2018-01-30T14:37:12.526,1.590,-176.545,19.003,22.446,22.446
1517305032534,2018-01-30T14:37:12.534,1.598,-176.485,18.835,22.004,22.004
1517305032541,2018-01-30T14:37:12.541,1.605,-176.367,18.655,21.578,21.578
1517305032549,2018-01-30T14:37:12.549,1.613,-176.252,18.465,21.200,21.200
1517305032557,2018-01-30T14:37:12.557,1.621,-176.098,18.257,20.851,20.851
1517305032564,2018-01-30T14:37:12.564,1.628,-175.853,18.048,20.536,20.536
1517305032578,2018-01-30T14:37:12.578,1.642,-175.555,17.852,20.279,20.279
1517305032587,2018-01-30T14:37:12.587,1.651,-175.214,17.665,20.058,20.058
1517305032601,2018-01-30T14:37:12.601,1.665,-174.848,17.509,19.882,19.882
1517305032609,2018-01-30T14:37:12.609,1.673,-174.496,17.424,19.788,19.788
1517305032616,2018-01-30T14:37:12.616,1.680,-174.192,17.366,19.761,19.761
1517305032631,2018-01-30T14:37:12.631,1.695,-173.874,17.317,19.715,19.715
1517305032639,2018-01-30T14:37:12.639,1.703,-173.496,17.250,19.636,19.636
1517305032646,2018-01-30T14:37:12.646,1.710,-173.020,17.165,19.498,19.498
1517305032661,2018-01-30T14:37:12.661,1.725,-172.533,17.059,19.337,19.337
1517305032669,2018-01-30T14:37:12.669,1.733,-171.988,16.918,19.064,19.064
1517305032676,2018-01-30T14:37:12.676,1.740,-171.382,16.766,18.716,18.716
1517305032691,2018-01-30T14:37:12.691,1.755,-170.799,16.586,18.387,18.387
1517305032699,2018-01-30T14:37:12.699,1.763,-170.181,16.350,18.079,18.079
1517305032706,2018-01-30T14:37:12.706,1.770,-169.515,15.995,17.703,17.703
1517305032721,2018-01-30T14:37:12.721,1.785,-168.832,15.542,17.270,17.270
1517305032729,2018-01-30T14:37:12.729,1.793,-168.150,15.030,16.844,16.844
1517305032736,2018-01-30T14:37:12.736,1.800,-167.512,14.488,16.431,16.431
1517305032755,2018-01-30T14:37:12.755,1.819,-166.939,13.952,16.059,16.059
1517305032759,2018-01-30T14:37:12.759,1.823,-166.411,13.432,15.735,15.735
1517305032766,2018-01-30T14:37:12.766,1.830,-165.945,12.950,15.446,15.446
1517305032781,2018-01-30T14:37:12.781,1.845,-165.559,12.554,15.198,15.198
1517305032789,2018-01-30T14:37:12.789,1.853,-165.217,12.214,15.006,15.006
1517305032805,2018-01-30T14:37:12.805,1.869,-164.846,11.884,14.894,14.894
1517305032811,2018-01-30T14:37:12.811,1.875,-164.420,11.534,14.862,14.862
1517305032819,2018-01-30T14:37:12.819,1.883,-163.932,11.150,14.877,14.877
1517305032834,2018-01-30T14:37:12.834,1.898,-163.335,10.773,14.928,14.928
1517305032841,2018-01-30T14:37:12.841,1.905,-162.622,10.411,15.002,15.002
1517305032857,2018-01-30T14:37:12.857,1.921,-161.820,10.045,15.088,15.088
1517305032864,2018-01-30T14:37:12.864,1.928,-160.989,9.666,15.170,15.170
1517305032871,2018-01-30T14:37:12.871,1.935,-160.161,9.322,15.251,15.251
1517305032878,2018-01-30T14:37:12.878,1.942,-159.248,9.054,15.357,15.357
1517305032893,2018-01-30T14:37:12.893,1.957,-158.181,8.786,15.498,15.498
1517305032901,2018-01-30T14:37:12.901,1.965,-156.929,8.531,15.717,15.717
1517305032909,2018-01-30T14:37:12.909,1.973,-155.348,8.319,16.017,16.017
1517305032924,2018-01-30T14:37:12.924,1.988,-153.379,8.060,16.367,16.367
1517305032931,2018-01-30T14:37:12.931,1.995,-151.170,7.770,16.739,16.739
1517305032939,2018-01-30T14:37:12.939,2.003,-148.756,7.414,16.977,16.977
1517305032954,2018-01-30T14:37:12.954,2.018,-146.238,6.751,16.882,16.882
1517305032961,2018-01-30T14:37:12.961,2.025,-143.664,5.660,16.444,16.444
1517305032969,2018-01-30T14:37:12.969,2.033,-140.937,4.328,15.764,15.764
1517305032984,2018-01-30T14:37:12.984,2.048,-138.131,2.822,14.816,14.816
1517305032999,2018-01-30T14:37:12.999,2.063,-135.364,1.108,13.447,13.447
1517305033006,2018-01-30T14:37:13.006,2.070,-132.664,-0.657,193.532,193.532
1517305033014,2018-01-30T14:37:13.014,2.078,-130.051,-2.292,195.858,195.858
1517305033021,2018-01-30T14:37:13.021,2.085,-127.613,-3.779,197.414,197.414
1517305033036,2018-01-30T14:37:13.036,2.100,-125.408,-5.009,198.175,198.175
1517305033044,2018-01-30T14:37:13.044,2.108,-123.449,-5.819,198.021,198.021
1517305033052,2018-01-30T14:37:13.052,2.116,-121.668,-6.236,197.178,197.178
1517305033066,2018-01-30T14:37:13.066,2.130,-120.021,-6.376,196.009,196.009
1517305033074,2018-01-30T14:37:13.074,2.138,-118.523,-6.325,194.731,194.731
1517305033081,2018-01-30T14:37:13.081,2.145,-117.177,-6.099,193.342,193.342
1517305033096,2018-01-30T14:37:13.096,2.160,-115.904,-5.669,191.705,191.705
1517305033103,2018-01-30T14:37:13.103,2.167,-114.659,-5.028,189.761,189.761
1517305033111,2018-01-30T14:37:13.111,2.175,-113.581,-4.330,187.759,187.759
1517305033126,2018-01-30T14:37:13.126,2.190,-112.767,-3.766,185.955,185.955
1517305033134,2018-01-30T14:37:13.134,2.198,-112.153,-3.404,184.414,184.414
1517305033141,2018-01-30T14:37:13.141,2.205,-111.658,-3.186,183.056,183.056
1517305033164,2018-01-30T14:37:13.164,2.228,-111.277,-3.008,181.770,181.770
1517305033171,2018-01-30T14:37:13.171,2.235,-111.007,-2.777,180.473,180.473
1517305033179,2018-01-30T14:37:13.179,2.243,-110.829,-2.471,179.180,179.180
1517305033186,2018-01-30T14:37:13.186,2.250,-110.699,-2.126,177.965,177.965
1517305033194,2018-01-30T14:37:13.194,2.258,-110.595,-1.755,176.841,176.841
1517305033209,2018-01-30T14:37:13.209,2.273,-110.541,-1.356,175.775,175.775
1517305033216,2018-01-30T14:37:13.216,2.280,-110.550,-0.909,174.709,174.709
1517305033224,2018-01-30T14:37:13.224,2.288,-110.625,-0.403,173.615,173.615
1517305033239,2018-01-30T14:37:13.239,2.303,-110.759,0.168,172.502,172.502
1517305033246,2018-01-30T14:37:13.246,2.310,-110.959,0.795,171.404,171.404
1517305033253,2018-01-30T14:37:13.253,2.317,-111.238,1.463,170.361,170.361
1517305033269,2018-01-30T14:37:13.269,2.333,-111.599,2.163,169.364,169.364
1517305033277,2018-01-30T14:37:13.277,2.341,-112.027,2.892,168.383,168.383
1517305033291,2018-01-30T14:37:13.291,2.355,-112.476,3.642,167.407,167.407
1517305033298,2018-01-30T14:37:13.298,2.362,-112.894,4.340,166.528,166.528
1517305033306,2018-01-30T14:37:13.306,2.370,-113.295,4.930,165.792,165.792
1517305033314,2018-01-30T14:37:13.314,2.378,-113.711,5.416,165.187,165.187
1517305033329,2018-01-30T14:37:13.329,2.393,-114.170,5.808,164.686,164.686
1517305033336,2018-01-30T14:37:13.336,2.400,-114.679,6.135,164.240,164.240
1517305033344,2018-01-30T14:37:13.344,2.408,-115.216,6.442,163.839,163.839
1517305033359,2018-01-30T14:37:13.359,2.423,-115.776,6.731,163.497,163.497
1517305033366,2018-01-30T14:37:13.366,2.430,-116.331,6.961,163.282,163.282
1517305033374,2018-01-30T14:37:13.374,2.438,-116.845,7.162,163.151,163.151
1517305033389,2018-01-30T14:37:13.389,2.453,-117.339,7.410,162.989,162.989
1517305033396,2018-01-30T14:37:13.396,2.460,-117.803,7.764,162.693,162.693
1517305033411,2018-01-30T14:37:13.411,2.475,-118.183,8.231,162.252,162.252
1517305033419,2018-01-30T14:37:13.419,2.483,-118.442,8.799,161.706,161.706
1517305033426,2018-01-30T14:37:13.426,2.490,-118.596,9.440,161.098,161.098
1517305033441,2018-01-30T14:37:13.441,2.505,-118.695,10.125,160.472,160.472
1517305033449,2018-01-30T14:37:13.449,2.513,-118.769,10.829,159.863,159.863
1517305033456,2018-01-30T14:37:13.456,2.520,-118.842,11.476,159.354,159.354
1517305033471,2018-01-30T14:37:13.471,2.535,-118.910,11.979,159.026,159.026
1517305033479,2018-01-30T14:37:13.479,2.543,-118.955,12.305,158.894,158.894
1517305033486,2018-01-30T14:37:13.486,2.550,-118.979,12.460,158.926,158.926
1517305033501,2018-01-30T14:37:13.501,2.565,-118.983,12.478,159.085,159.085
1517305033509,2018-01-30T14:37:13.509,2.573,-118.960,12.405,159.318,159.318
1517305033516,2018-01-30T14:37:13.516,2.580,-118.941,12.287,159.571,159.571
1517305033531,2018-01-30T14:37:13.531,2.595,-118.940,12.255,159.684,159.684
1517305033539,2018-01-30T14:37:13.539,2.603,-118.979,12.435,159.427,159.427
1517305033546,2018-01-30T14:37:13.546,2.610,-119.108,12.809,158.802,158.802
1517305033561,2018-01-30T14:37:13.561,2.625,-119.379,13.215,158.069,158.069
1517305033576,2018-01-30T14:37:13.576,2.640,-119.770,13.588,157.358,157.358
1517305033583,2018-01-30T14:37:13.583,2.647,-120.223,13.959,156.657,156.657
1517305033591,2018-01-30T14:37:13.591,2.655,-120.709,14.318,156.017,156.017
1517305033601,2018-01-30T14:37:13.601,2.665,-121.201,14.583,155.526,155.526
1517305033609,2018-01-30T14:37:13.609,2.673,-121.690,14.729,155.204,155.204
1517305033622,2018-01-30T14:37:13.622,2.686,-122.152,14.791,154.960,154.960
1517305033629,2018-01-30T14:37:13.629,2.693,-122.589,14.716,154.857,154.857
1517305033644,2018-01-30T14:37:13.644,2.708,-122.995,14.557,154.831,154.831
1517305033655,2018-01-30T14:37:13.655,2.719,-123.342,14.435,154.690,154.690
1517305033661,2018-01-30T14:37:13.661,2.725,-123.678,14.341,154.472,154.472
1517305033681,2018-01-30T14:37:13.681,2.745,-124.066,14.251,154.253,154.253
1517305033689,2018-01-30T14:37:13.689,2.753,-124.490,14.213,154.012,154.012
1517305033696,2018-01-30T14:37:13.696,2.760,-124.923,14.241,153.771,153.771
1517305033703,2018-01-30T14:37:13.703,2.767,-125.376,14.334,153.504,153.504
1517305033711,2018-01-30T14:37:13.711,2.775,-125.847,14.510,153.130,153.130
1517305033719,2018-01-30T14:37:13.719,2.783,-126.318,14.687,152.776,152.776
1517305033734,2018-01-30T14:37:13.734,2.798,-126.798,14.760,152.604,152.604
1517305033741,2018-01-30T14:37:13.741,2.805,-127.265,14.757,152.554,152.554
1517305033749,2018-01-30T14:37:13.749,2.813,-127.690,14.724,152.548,152.548
1517305033764,2018-01-30T14:37:13.764,2.828,-128.128,14.633,152.616,152.616
1517305033771,2018-01-30T14:37:13.771,2.835,-128.582,14.547,152.666,152.666
1517305033787,2018-01-30T14:37:13.787,2.851,-129.019,14.474,152.752,152.752
1517305033794,2018-01-30T14:37:13.794,2.858,-129.450,14.378,152.936,152.936
1517305033801,2018-01-30T14:37:13.801,2.865,-129.896,14.273,153.204,153.204
1517305033824,2018-01-30T14:37:13.824,2.888,-130.372,14.194,153.479,153.479
1517305033831,2018-01-30T14:37:13.831,2.895,-130.876,14.118,153.805,153.805
1517305033839,2018-01-30T14:37:13.839,2.903,-131.375,14.016,154.249,154.249
1517305033846,2018-01-30T14:37:13.846,2.910,-131.831,13.945,154.685,154.685
1517305033854,2018-01-30T14:37:13.854,2.918,-132.240,13.910,155.088,155.088
1517305033861,2018-01-30T14:37:13.861,2.925,-132.617,13.865,155.514,155.514
1517305033876,2018-01-30T14:37:13.876,2.940,-132.949,13.778,156.021,156.021
1517305033884,2018-01-30T14:37:13.884,2.948,-133.207,13.620,156.717,156.717
1517305033891,2018-01-30T14:37:13.891,2.955,-133.433,13.399,157.560,157.560
1517305033907,2018-01-30T14:37:13.907,2.971,-133.676,13.143,158.462,158.462
1517305033915,2018-01-30T14:37:13.915,2.979,-133.967,12.764,159.597,159.597
1517305033923,2018-01-30T14:37:13.923,2.987,-134.307,12.259,160.933,160.933
1517305033936,2018-01-30T14:37:13.936,3.000,-134.654,11.785,162.175,162.175
1517305033944,2018-01-30T14:37:13.944,3.008,-135.014,11.389,163.215,163.215
1517305033952,2018-01-30T14:37:13.952,3.016,-135.386,11.055,164.087,164.087
1517305033966,2018-01-30T14:37:13.966,3.030,-135.741,10.785,164.857,164.857
1517305033974,2018-01-30T14:37:13.974,3.038,-136.088,10.573,15.660,15.660
1517305033981,2018-01-30T14:37:13.981,3.045,-136.450,10.403,15.977,15.977
1517305034004,2018-01-30T14:37:14.004,3.068,-136.816,10.273,16.347,16.347
1517305034012,2018-01-30T14:37:14.012,3.076,-137.166,10.134,16.742,16.742
1517305034020,2018-01-30T14:37:14.020,3.084,-137.504,9.943,17.108,17.108
1517305034027,2018-01-30T14:37:14.027,3.091,-137.825,9.726,17.456,17.456
1517305034035,2018-01-30T14:37:14.035,3.099,-138.108,9.515,17.811,17.811
1517305034049,2018-01-30T14:37:14.049,3.113,-138.339,9.328,18.173,18.173
1517305034100,2018-01-30T14:37:14.100,3.164,-138.511,9.197,18.550,18.550
1517305034101,2018-01-30T14:37:14.101,3.165,-138.622,9.163,18.952,18.952
1517305034101,2018-01-30T14:37:14.101,3.165,-138.680,9.264,19.401,19.401
1517305034102,2018-01-30T14:37:14.102,3.166,-138.687,9.463,19.898,19.898
1517305034102,2018-01-30T14:37:14.102,3.166,-138.669,9.677,20.413,20.413
1517305034109,2018-01-30T14:37:14.109,3.173,-138.646,9.864,20.882,20.882
1517305034116,2018-01-30T14:37:14.116,3.180,-138.625,10.030,21.262,21.262
1517305034124,2018-01-30T14:37:14.124,3.188,-138.620,10.213,21.576,21.576
1517305034139,2018-01-30T14:37:14.139,3.203,-138.619,10.425,21.854,21.854
1517305034148,2018-01-30T14:37:14.148,3.212,-138.606,10.655,22.110,22.110
1517305034154,2018-01-30T14:37:14.154,3.218,-138.584,10.887,22.369,22.369
1517305034169,2018-01-30T14:37:14.169,3.233,-138.574,11.112,22.650,22.650
1517305034176,2018-01-30T14:37:14.176,3.240,-138.605,11.310,22.950,22.950
1517305034184,2018-01-30T14:37:14.184,3.248,-138.694,11.489,23.285,23.285
1517305034214,2018-01-30T14:37:14.214,3.278,-138.835,11.683,23.683,23.683
1517305034222,2018-01-30T14:37:14.222,3.286,-139.015,11.901,24.148,24.148
1517305034230,2018-01-30T14:37:14.230,3.294,-139.221,12.111,24.645,24.645
1517305034237,2018-01-30T14:37:14.237,3.301,-139.433,12.309,25.131,25.131
1517305034245,2018-01-30T14:37:14.245,3.309,-139.649,12.537,25.604,25.604
1517305034252,2018-01-30T14:37:14.252,3.316,-139.892,12.809,26.067,26.067
1517305034260,2018-01-30T14:37:14.260,3.324,-140.170,13.093,26.496,26.496
1517305034268,2018-01-30T14:37:14.268,3.332,-140.456,13.354,26.864,26.864
1517305034281,2018-01-30T14:37:14.281,3.345,-140.696,13.553,27.144,27.144
1517305034288,2018-01-30T14:37:14.288,3.352,-140.831,13.631,27.278,27.278
1517305034296,2018-01-30T14:37:14.296,3.360,-140.810,13.584,27.249,27.249
