epoch (ms),time (05:00),elapsed (s),pitch (deg),roll (deg),yaw (deg),heading (deg)
1517305037364,2018-01-30T14:37:17.364,6.428,171.571,-42.078,56.999,56.999
1517305037379,2018-01-30T14:37:17.379,6.443,173.823,-41.174,56.605,56.605
1517305037386,2018-01-30T14:37:17.386,6.450,175.964,-40.325,56.196,56.196
1517305037394,2018-01-30T14:37:17.394,6.458,178.018,-39.550,55.761,55.761
1517305037409,2018-01-30T14:37:17.409,6.473,179.939,-38.853,55.241,55.241
1517305037416,2018-01-30T14:37:17.416,6.480,-178.236,-38.215,54.596,54.596
1517305037424,2018-01-30T14:37:17.424,6.488,-176.409,-37.618,53.852,53.852
1517305037439,2018-01-30T14:37:17.439,6.503,-174.615,-37.074,53.021,53.021
1517305037446,2018-01-30T14:37:17.446,6.510,-172.926,-36.584,52.094,52.094
1517305037453,2018-01-30T14:37:17.453,6.517,-171.335,-36.138,51.097,51.097
1517305037469,2018-01-30T14:37:17.469,6.533,-169.800,-35.748,50.069,50.069
1517305037476,2018-01-30T14:37:17.476,6.540,-168.292,-35.395,49.031,49.031
1517305037491,2018-01-30T14:37:17.491,6.555,-166.810,-35.065,48.013,48.013
1517305037498,2018-01-30T14:37:17.498,6.562,-165.449,-34.762,46.993,46.993
1517305037506,2018-01-30T14:37:17.506,6.570,-164.266,-34.479,45.946,45.946
1517305037521,2018-01-30T14:37:17.521,6.585,-163.268,-34.189,44.869,44.869
1517305037529,2018-01-30T14:37:17.529,6.593,-162.446,-33.874,43.761,43.761
1517305037537,2018-01-30T14:37:17.537,6.601,-161.810,-33.539,42.636,42.636
1517305037552,2018-01-30T14:37:17.552,6.616,-161.398,-33.217,41.495,41.495
1517305037558,2018-01-30T14:37:17.558,6.622,-161.195,-32.940,40.338,40.338
1517305037566,2018-01-30T14:37:17.566,6.630,-161.152,-32.721,39.188,39.188
1517305037581,2018-01-30T14:37:17.581,6.645,-161.242,-32.588,38.057,38.057
1517305037589,2018-01-30T14:37:17.589,6.653,-161.410,-32.552,36.948,36.948
1517305037596,2018-01-30T14:37:17.596,6.660,-161.631,-32.622,35.860,35.860
1517305037611,2018-01-30T14:37:17.611,6.675,-161.932,-32.815,34.770,34.770
1517305037619,2018-01-30T14:37:17.619,6.683,-162.354,-33.146,33.654,33.654
1517305037626,2018-01-30T14:37:17.626,6.690,-162.922,-33.596,32.531,32.531
1517305037641,2018-01-30T14:37:17.641,6.705,-163.671,-34.136,31.434,31.434
1517305037649,2018-01-30T14:37:17.649,6.713,-164.611,-34.701,30.395,30.395
1517305037656,2018-01-30T14:37:17.656,6.720,-165.767,-35.236,29.439,29.439
1517305037671,2018-01-30T14:37:17.671,6.735,-167.184,-35.700,28.607,28.607
1517305037678,2018-01-30T14:37:17.678,6.742,-168.933,-36.078,27.903,27.903
1517305037694,2018-01-30T14:37:17.694,6.758,-171.077,-36.379,27.302,27.302
1517305037709,2018-01-30T14:37:17.709,6.773,-173.613,-36.639,26.769,26.769
1517305037716,2018-01-30T14:37:17.716,6.780,-176.457,-36.931,26.215,26.215
1517305037724,2018-01-30T14:37:17.724,6.788,-179.484,-37.356,25.557,25.557
1517305037731,2018-01-30T14:37:17.731,6.795,177.416,-37.972,24.795,24.795
1517305037739,2018-01-30T14:37:17.739,6.803,174.268,-38.749,23.952,23.952
1517305037754,2018-01-30T14:37:17.754,6.818,171.042,-39.609,23.038,23.038
1517305037761,2018-01-30T14:37:17.761,6.825,167.679,-40.501,22.080,22.080
1517305037769,2018-01-30T14:37:17.769,6.833,164.140,-41.399,21.111,21.111
1517305037784,2018-01-30T14:37:17.784,6.848,160.403,-42.284,60.663,60.663
1517305037799,2018-01-30T14:37:17.799,6.863,156.465,-43.127,65.499,65.499
1517305037806,2018-01-30T14:37:17.806,6.870,152.368,-43.867,70.119,70.119
1517305037813,2018-01-30T14:37:17.813,6.877,148.176,-44.451,74.593,74.593
1517305037821,2018-01-30T14:37:17.821,6.885,143.977,-44.871,78.960,78.960
1517305037829,2018-01-30T14:37:17.829,6.893,139.852,-45.150,83.212,83.212
1517305037843,2018-01-30T14:37:17.843,6.907,135.859,-45.314,87.327,87.327
1517305037851,2018-01-30T14:37:17.851,6.915,132.096,-45.414,91.194,91.194
1517305037858,2018-01-30T14:37:17.858,6.922,128.652,-45.506,94.694,94.694
1517305037873,2018-01-30T14:37:17.873,6.937,125.583,-45.611,97.764,97.764
1517305037881,2018-01-30T14:37:17.881,6.945,122.921,-45.737,100.389,100.389
1517305037896,2018-01-30T14:37:17.896,6.960,120.688,-45.901,102.570,102.570
1517305037904,2018-01-30T14:37:17.904,6.968,118.931,-46.108,104.323,104.323
1517305037911,2018-01-30T14:37:17.911,6.975,117.646,-46.340,105.710,105.710
1517305037926,2018-01-30T14:37:17.926,6.990,116.784,-46.578,106.791,106.791
1517305037933,2018-01-30T14:37:17.933,6.997,116.266,-46.814,107.609,107.609
1517305037941,2018-01-30T14:37:17.941,7.005,115.985,-47.034,108.208,108.208
1517305037956,2018-01-30T14:37:17.956,7.020,115.812,-47.232,108.643,108.643
1517305037963,2018-01-30T14:37:17.963,7.027,115.679,-47.423,108.929,108.929
1517305037971,2018-01-30T14:37:17.971,7.035,115.561,-47.611,109.079,109.079
1517305037986,2018-01-30T14:37:17.986,7.050,115.459,-47.801,109.105,109.105
1517305037993,2018-01-30T14:37:17.993,7.057,115.351,-48.015,109.015,109.015
1517305038002,2018-01-30T14:37:18.002,7.066,115.235,-48.255,108.827,108.827
1517305038016,2018-01-30T14:37:18.016,7.080,115.105,-48.495,108.611,108.611
1517305038024,2018-01-30T14:37:18.024,7.088,114.962,-48.720,108.408,108.408
1517305038031,2018-01-30T14:37:18.031,7.095,114.829,-48.940,108.219,108.219
1517305038046,2018-01-30T14:37:18.046,7.110,114.738,-49.155,108.038,108.038
1517305038054,2018-01-30T14:37:18.054,7.118,114.742,-49.376,107.835,107.835
1517305038061,2018-01-30T14:37:18.061,7.125,114.873,-49.593,107.608,107.608
1517305038076,2018-01-30T14:37:18.076,7.140,115.139,-49.795,107.369,107.369
1517305038084,2018-01-30T14:37:18.084,7.148,115.524,-50.002,107.108,107.108
1517305038098,2018-01-30T14:37:18.098,7.162,116.000,-50.206,106.835,106.835
1517305038107,2018-01-30T14:37:18.107,7.171,116.627,-50.382,106.529,106.529
1517305038115,2018-01-30T14:37:18.115,7.179,117.459,-50.513,106.170,106.170
1517305038129,2018-01-30T14:37:18.129,7.193,118.471,-50.573,105.787,105.787
1517305038137,2018-01-30T14:37:18.137,7.201,119.597,-50.555,105.393,105.393
1517305038145,2018-01-30T14:37:18.145,7.209,120.782,-50.440,105.001,105.001
1517305038159,2018-01-30T14:37:18.159,7.223,121.996,-50.230,104.583,104.583
1517305038166,2018-01-30T14:37:18.166,7.230,123.218,-49.945,104.090,104.090
1517305038174,2018-01-30T14:37:18.174,7.238,124.477,-49.602,103.471,103.471
1517305038189,2018-01-30T14:37:18.189,7.253,125.814,-49.220,102.696,102.696
1517305038196,2018-01-30T14:37:18.196,7.260,127.204,-48.793,101.828,101.828
1517305038203,2018-01-30T14:37:18.203,7.267,128.654,-48.307,100.936,100.936
1517305038219,2018-01-30T14:37:18.219,7.283,130.186,-47.750,100.042,100.042
1517305038227,2018-01-30T14:37:18.227,7.291,131.808,-47.116,99.149,99.149
1517305038236,2018-01-30T14:37:18.236,7.300,133.515,-46.422,98.222,98.222
1517305038249,2018-01-30T14:37:18.249,7.313,135.283,-45.694,97.213,97.213
1517305038256,2018-01-30T14:37:18.256,7.320,137.089,-44.951,96.093,96.093
1517305038263,2018-01-30T14:37:18.263,7.327,138.910,-44.195,94.851,94.851
1517305038279,2018-01-30T14:37:18.279,7.343,140.719,-43.433,93.480,93.480
1517305038286,2018-01-30T14:37:18.286,7.350,142.493,-42.657,92.001,92.001
1517305038301,2018-01-30T14:37:18.301,7.365,144.235,-41.880,90.404,90.404
1517305038318,2018-01-30T14:37:18.318,7.382,145.942,-41.110,88.697,88.697
1517305038325,2018-01-30T14:37:18.325,7.389,147.563,-40.302,87.026,87.026
1517305038333,2018-01-30T14:37:18.333,7.397,149.094,-39.402,85.489,85.489
1517305038341,2018-01-30T14:37:18.341,7.405,150.595,-38.418,84.030,84.030
1517305038348,2018-01-30T14:37:18.348,7.412,152.057,-37.370,82.656,82.656
1517305038361,2018-01-30T14:37:18.361,7.425,153.421,-36.283,18.681,18.681
1517305038371,2018-01-30T14:37:18.371,7.435,154.720,-35.195,17.770,17.770
1517305038378,2018-01-30T14:37:18.378,7.442,155.973,-34.136,16.847,16.847
1517305038391,2018-01-30T14:37:18.391,7.455,157.161,-33.095,15.855,15.855
1517305038399,2018-01-30T14:37:18.399,7.463,158.298,-32.073,14.765,14.765
1517305038406,2018-01-30T14:37:18.406,7.470,159.457,-31.058,13.554,13.554
1517305038421,2018-01-30T14:37:18.421,7.485,160.590,-30.102,12.229,12.229
1517305038429,2018-01-30T14:37:18.429,7.493,161.644,-29.252,10.793,10.793
1517305038436,2018-01-30T14:37:18.436,7.500,162.631,-28.524,9.283,9.283
1517305038451,2018-01-30T14:37:18.451,7.515,163.578,-27.908,7.750,7.750
1517305038459,2018-01-30T14:37:18.459,7.523,164.484,-27.367,6.209,6.209
1517305038466,2018-01-30T14:37:18.466,7.530,165.350,-26.873,4.673,4.673
1517305038483,2018-01-30T14:37:18.483,7.547,166.177,-26.417,3.165,3.165
1517305038489,2018-01-30T14:37:18.489,7.553,166.949,-26.004,1.697,1.697
1517305038504,2018-01-30T14:37:18.504,7.568,167.673,-25.636,0.275,0.275
1517305038511,2018-01-30T14:37:18.511,7.575,168.363,-25.314,358.915,358.915
1517305038519,2018-01-30T14:37:18.519,7.583,168.995,-25.038,357.626,357.626
1517305038534,2018-01-30T14:37:18.534,7.598,169.533,-24.785,356.422,356.422
1517305038541,2018-01-30T14:37:18.541,7.605,169.988,-24.516,355.341,355.341
1517305038548,2018-01-30T14:37:18.548,7.612,170.404,-24.199,354.397,354.397
1517305038563,2018-01-30T14:37:18.563,7.627,170.764,-23.837,353.595,353.595
1517305038571,2018-01-30T14:37:18.571,7.635,171.060,-23.424,352.902,352.902
1517305038578,2018-01-30T14:37:18.578,7.642,171.337,-22.972,352.307,352.307
1517305038593,2018-01-30T14:37:18.593,7.657,171.597,-22.523,351.805,351.805
1517305038601,2018-01-30T14:37:18.601,7.665,171.803,-22.116,351.376,351.376
1517305038616,2018-01-30T14:37:18.616,7.680,171.947,-21.748,350.990,350.990
1517305038623,2018-01-30T14:37:18.623,7.687,172.045,-21.403,350.602,350.602
1517305038631,2018-01-30T14:37:18.631,7.695,172.135,-21.089,350.210,350.210
1517305038638,2018-01-30T14:37:18.638,7.702,172.227,-20.835,349.817,349.817
1517305038654,2018-01-30T14:37:18.654,7.718,172.310,-20.650,349.417,349.417
1517305038661,2018-01-30T14:37:18.661,7.725,172.391,-20.528,349.005,349.005
1517305038668,2018-01-30T14:37:18.668,7.732,172.481,-20.459,348.594,348.594
1517305038685,2018-01-30T14:37:18.685,7.749,172.571,-20.430,348.206,348.206
1517305038691,2018-01-30T14:37:18.691,7.755,172.634,-20.424,347.853,347.853
1517305038706,2018-01-30T14:37:18.706,7.770,172.627,-20.417,347.546,347.546
1517305038713,2018-01-30T14:37:18.713,7.777,172.507,-20.383,347.285,347.285
1517305038721,2018-01-30T14:37:18.721,7.785,172.225,-20.314,347.068,347.068
1517305038736,2018-01-30T14:37:18.736,7.800,171.757,-20.199,346.893,346.893
1517305038744,2018-01-30T14:37:18.744,7.808,171.096,-20.041,346.755,346.755
1517305038751,2018-01-30T14:37:18.751,7.815,170.253,-19.866,346.646,346.646
1517305038766,2018-01-30T14:37:18.766,7.830,169.253,-19.696,346.549,346.549
1517305038774,2018-01-30T14:37:18.774,7.838,168.160,-19.534,346.444,346.444
1517305038781,2018-01-30T14:37:18.781,7.845,167.056,-19.402,346.323,346.323
1517305038796,2018-01-30T14:37:18.796,7.860,165.982,-19.320,346.182,346.182
1517305038803,2018-01-30T14:37:18.803,7.867,164.901,-19.304,346.030,346.030
1517305038819,2018-01-30T14:37:18.819,7.883,163.757,-19.363,345.859,345.859
1517305038826,2018-01-30T14:37:18.826,7.890,162.532,-19.498,345.676,345.676
1517305038833,2018-01-30T14:37:18.833,7.897,161.249,-19.714,345.510,345.510
1517305038842,2018-01-30T14:37:18.842,7.906,159.933,-20.022,345.372,345.372
1517305038856,2018-01-30T14:37:18.856,7.920,158.576,-20.429,345.262,345.262
1517305038864,2018-01-30T14:37:18.864,7.928,157.136,-20.927,345.181,345.181
1517305038871,2018-01-30T14:37:18.871,7.935,155.625,-21.469,345.104,345.104
1517305038886,2018-01-30T14:37:18.886,7.950,154.090,-22.000,345.027,345.027
1517305038893,2018-01-30T14:37:18.893,7.957,152.558,-22.508,345.052,345.052
1517305038909,2018-01-30T14:37:18.909,7.973,151.017,-23.035,345.285,345.285
1517305038923,2018-01-30T14:37:18.923,7.987,149.407,-23.643,345.726,345.726
1517305038931,2018-01-30T14:37:18.931,7.995,147.646,-24.362,346.358,346.358
1517305038939,2018-01-30T14:37:18.939,8.003,145.697,-25.198,347.112,347.112
1517305038947,2018-01-30T14:37:18.947,8.011,143.554,-26.137,347.880,347.880
1517305038955,2018-01-30T14:37:18.955,8.019,141.219,-27.132,90.016,90.016
1517305038978,2018-01-30T14:37:18.978,8.042,138.730,-28.135,91.146,91.146
1517305038984,2018-01-30T14:37:18.984,8.048,136.126,-29.128,92.089,92.089
1517305038991,2018-01-30T14:37:18.991,8.055,133.453,-30.074,92.856,92.856
1517305038998,2018-01-30T14:37:18.998,8.062,130.824,-30.919,93.452,93.452
1517305039006,2018-01-30T14:37:19.006,8.070,128.297,-31.637,93.869,93.869
1517305039014,2018-01-30T14:37:19.014,8.078,125.909,-32.227,94.090,94.090
1517305039029,2018-01-30T14:37:19.029,8.093,123.722,-32.723,94.067,94.067
1517305039038,2018-01-30T14:37:19.038,8.102,121.791,-33.156,93.743,93.743
1517305039044,2018-01-30T14:37:19.044,8.108,120.168,-33.538,93.083,93.083
1517305039059,2018-01-30T14:37:19.059,8.123,118.858,-33.880,92.186,92.186
1517305039066,2018-01-30T14:37:19.066,8.130,117.843,-34.206,91.206,91.206
1517305039073,2018-01-30T14:37:19.073,8.137,117.097,-34.531,90.275,90.275
1517305039088,2018-01-30T14:37:19.088,8.152,116.614,-34.870,89.505,89.505
1517305039096,2018-01-30T14:37:19.096,8.160,116.384,-35.230,88.968,88.968
1517305039111,2018-01-30T14:37:19.111,8.175,116.326,-35.572,88.769,88.769
1517305039121,2018-01-30T14:37:19.121,8.185,116.361,-35.836,88.991,88.991
1517305039128,2018-01-30T14:37:19.128,8.192,116.491,-36.002,89.578,89.578
1517305039141,2018-01-30T14:37:19.141,8.205,116.761,-36.103,90.384,90.384
1517305039149,2018-01-30T14:37:19.149,8.213,117.184,-36.159,91.317,91.317
1517305039156,2018-01-30T14:37:19.156,8.220,117.721,-36.175,92.332,92.332
1517305039171,2018-01-30T14:37:19.171,8.235,118.347,-36.156,93.406,93.406
1517305039179,2018-01-30T14:37:19.179,8.243,119.037,-36.115,94.505,94.505
1517305039186,2018-01-30T14:37:19.186,8.250,119.780,-36.066,95.594,95.594
1517305039201,2018-01-30T14:37:19.201,8.265,120.579,-36.014,96.622,96.622
1517305039208,2018-01-30T14:37:19.208,8.272,121.432,-35.976,97.548,97.548
1517305039216,2018-01-30T14:37:19.216,8.280,122.330,-35.963,98.354,98.354
1517305039232,2018-01-30T14:37:19.232,8.296,123.251,-35.969,99.048,99.048
1517305039240,2018-01-30T14:37:19.240,8.304,124.144,-35.990,99.660,99.660
1517305039247,2018-01-30T14:37:19.247,8.311,124.982,-36.000,100.241,100.241
1517305039261,2018-01-30T14:37:19.261,8.325,125.797,-35.983,100.802,100.802
1517305039269,2018-01-30T14:37:19.269,8.333,126.603,-35.965,101.347,101.347
1517305039276,2018-01-30T14:37:19.276,8.340,127.371,-35.954,101.880,101.880
1517305039293,2018-01-30T14:37:19.293,8.357,128.081,-35.945,102.403,102.403
1517305039299,2018-01-30T14:37:19.299,8.363,128.717,-35.929,102.936,102.936
1517305039314,2018-01-30T14:37:19.314,8.378,129.223,-35.893,103.514,103.514
1517305039321,2018-01-30T14:37:19.321,8.385,129.568,-35.820,104.133,104.133
1517305039329,2018-01-30T14:37:19.329,8.393,129.797,-35.728,104.701,104.701
1517305039344,2018-01-30T14:37:19.344,8.408,129.930,-35.645,105.142,105.142
1517305039352,2018-01-30T14:37:19.352,8.416,129.943,-35.565,105.445,105.445
1517305039359,2018-01-30T14:37:19.359,8.423,129.858,-35.485,105.562,105.562
1517305039374,2018-01-30T14:37:19.374,8.438,129.772,-35.424,105.391,105.391
1517305039381,2018-01-30T14:37:19.381,8.445,129.713,-35.389,104.921,104.921
1517305039389,2018-01-30T14:37:19.389,8.453,129.623,-35.392,104.227,104.227
1517305039404,2018-01-30T14:37:19.404,8.468,129.450,-35.417,103.399,103.399
1517305039411,2018-01-30T14:37:19.411,8.475,129.185,-35.446,102.499,102.499
1517305039419,2018-01-30T14:37:19.419,8.483,128.886,-35.488,101.513,101.513
1517305039434,2018-01-30T14:37:19.434,8.498,128.592,-35.574,100.392,100.392
1517305039441,2018-01-30T14:37:19.441,8.505,128.310,-35.709,99.163,99.163
1517305039449,2018-01-30T14:37:19.449,8.513,128.046,-35.876,97.903,97.903
1517305039463,2018-01-30T14:37:19.463,8.527,127.791,-36.049,96.708,96.708
1517305039471,2018-01-30T14:37:19.471,8.535,127.550,-36.181,95.687,95.687
1517305039478,2018-01-30T14:37:19.478,8.542,127.382,-36.256,94.891,94.891
1517305039494,2018-01-30T14:37:19.494,8.558,127.381,-36.294,94.283,94.283
1517305039501,2018-01-30T14:37:19.501,8.565,127.569,-36.319,93.834,93.834
1517305039516,2018-01-30T14:37:19.516,8.580,127.878,-36.314,93.555,93.555
1517305039524,2018-01-30T14:37:19.524,8.588,128.258,-36.241,93.463,93.463
1517305039532,2018-01-30T14:37:19.532,8.596,128.720,-36.099,93.487,93.487
1517305039546,2018-01-30T14:37:19.546,8.610,129.301,-35.886,93.500,93.500
1517305039553,2018-01-30T14:37:19.553,8.617,130.030,-35.617,93.405,93.405
1517305039561,2018-01-30T14:37:19.561,8.625,130.945,-35.320,93.102,93.102
1517305039576,2018-01-30T14:37:19.576,8.640,132.071,-35.038,92.491,92.491
1517305039591,2018-01-30T14:37:19.591,8.655,133.386,-34.773,91.585,91.585
1517305039598,2018-01-30T14:37:19.598,8.662,134.817,-34.524,90.434,90.434
1517305039606,2018-01-30T14:37:19.606,8.670,136.305,-34.311,89.027,89.027
1517305039614,2018-01-30T14:37:19.614,8.678,137.780,-34.140,87.372,87.372
1517305039621,2018-01-30T14:37:19.621,8.685,139.187,-34.014,85.476,85.476
1517305039636,2018-01-30T14:37:19.636,8.700,140.505,-33.954,83.298,83.298
1517305039645,2018-01-30T14:37:19.645,8.709,141.734,-33.990,80.794,80.794
1517305039653,2018-01-30T14:37:19.653,8.717,142.919,-34.137,77.981,77.981
1517305039666,2018-01-30T14:37:19.666,8.730,144.083,-34.396,74.924,74.924
1517305039673,2018-01-30T14:37:19.673,8.737,145.277,-34.737,71.693,71.693
1517305039681,2018-01-30T14:37:19.681,8.745,146.590,-35.109,68.345,68.345
1517305039696,2018-01-30T14:37:19.696,8.760,148.079,-35.459,64.931,64.931
1517305039706,2018-01-30T14:37:19.706,8.770,149.748,-35.739,61.529,61.529
1517305039713,2018-01-30T14:37:19.713,8.777,151.521,-35.911,351.552,351.552
1517305039726,2018-01-30T14:37:19.726,8.790,153.295,-35.952,351.762,351.762
1517305039733,2018-01-30T14:37:19.733,8.797,154.992,-35.859,352.081,352.081
1517305039748,2018-01-30T14:37:19.748,8.812,156.613,-35.619,352.412,352.412
1517305039757,2018-01-30T14:37:19.757,8.821,158.251,-35.252,352.670,352.670
1517305039765,2018-01-30T14:37:19.765,8.829,160.077,-34.781,352.766,352.766
1517305039779,2018-01-30T14:37:19.779,8.843,162.150,-34.205,352.701,352.701
1517305039786,2018-01-30T14:37:19.786,8.850,164.509,-33.567,352.570,352.570
1517305039793,2018-01-30T14:37:19.793,8.857,167.060,-32.885,352.428,352.428
1517305039809,2018-01-30T14:37:19.809,8.873,169.694,-32.181,352.291,352.291
1517305039816,2018-01-30T14:37:19.816,8.880,172.338,-31.453,352.191,352.191
1517305039824,2018-01-30T14:37:19.824,8.888,174.937,-30.657,352.163,352.163
1517305039839,2018-01-30T14:37:19.839,8.903,177.504,-29.768,352.197,352.197
1517305039846,2018-01-30T14:37:19.846,8.910,-179.932,-28.788,352.275,352.275
1517305039853,2018-01-30T14:37:19.853,8.917,-177.284,-27.744,352.369,352.369
1517305039869,2018-01-30T14:37:19.869,8.933,-174.461,-26.690,352.444,352.444
1517305039876,2018-01-30T14:37:19.876,8.940,-171.431,-25.700,352.470,352.470
1517305039883,2018-01-30T14:37:19.883,8.947,-168.186,-24.775,352.458,352.458
1517305039899,2018-01-30T14:37:19.899,8.963,-164.747,-23.872,352.465,352.465
1517305039907,2018-01-30T14:37:19.907,8.971,-161.263,-22.962,352.520,352.520
1517305039921,2018-01-30T14:37:19.921,8.985,-157.887,-21.991,352.601,352.601
1517305039929,2018-01-30T14:37:19.929,8.993,-154.646,-20.890,352.717,352.717
1517305039936,2018-01-30T14:37:19.936,9.000,-151.589,-19.632,352.902,352.902
1517305039951,2018-01-30T14:37:19.951,9.015,-148.819,-18.345,353.148,353.148
1517305039959,2018-01-30T14:37:19.959,9.023,-146.241,-17.153,353.258,353.258
1517305039966,2018-01-30T14:37:19.966,9.030,-143.611,-16.104,353.511,353.511
1517305039981,2018-01-30T14:37:19.981,9.045,-140.881,-15.063,353.942,353.942
1517305039989,2018-01-30T14:37:19.989,9.053,-137.850,-14.126,354.382,354.382
1517305039996,2018-01-30T14:37:19.996,9.060,-134.396,-13.272,211.514,211.514
1517305040011,2018-01-30T14:37:20.011,9.075,-130.529,-12.281,207.817,207.817
1517305040018,2018-01-30T14:37:20.018,9.082,-126.359,-10.948,204.166,204.166
1517305040026,2018-01-30T14:37:20.026,9.090,-121.850,-9.186,200.698,200.698
1517305040041,2018-01-30T14:37:20.041,9.105,-116.867,-7.261,198.554,198.554
1517305040057,2018-01-30T14:37:20.057,9.121,-112.188,-5.111,197.169,197.169
1517305040065,2018-01-30T14:37:20.065,9.129,-108.214,-3.188,196.211,196.211
1517305040072,2018-01-30T14:37:20.072,9.136,-104.615,-1.499,195.154,195.154
1517305040080,2018-01-30T14:37:20.080,9.144,-101.306,0.016,194.168,194.168
1517305040087,2018-01-30T14:37:20.087,9.151,-98.465,1.483,193.228,193.228
1517305040101,2018-01-30T14:37:20.101,9.165,-96.113,2.718,192.495,192.495
1517305040109,2018-01-30T14:37:20.109,9.173,-94.078,3.255,192.193,192.193
1517305040124,2018-01-30T14:37:20.124,9.188,-92.121,3.315,192.163,192.163
1517305040131,2018-01-30T14:37:20.131,9.195,-90.000,3.344,192.288,192.288
1517305040138,2018-01-30T14:37:20.138,9.202,-87.907,3.596,192.360,192.360
1517305040154,2018-01-30T14:37:20.154,9.218,-86.102,4.037,192.259,192.259
1517305040161,2018-01-30T14:37:20.161,9.225,-84.669,4.571,192.164,192.164
1517305040168,2018-01-30T14:37:20.168,9.232,-84.083,5.064,192.571,192.571
1517305040183,2018-01-30T14:37:20.183,9.247,-84.084,5.109,193.952,193.952
1517305040191,2018-01-30T14:37:20.191,9.255,-84.080,4.769,195.933,195.933
1517305040198,2018-01-30T14:37:20.198,9.262,-84.051,4.336,198.110,198.110
1517305040214,2018-01-30T14:37:20.214,9.278,-83.789,3.862,200.301,200.301
1517305040221,2018-01-30T14:37:20.221,9.285,-83.219,3.469,202.174,202.174
1517305040228,2018-01-30T14:37:20.228,9.292,-82.407,3.072,203.853,203.853
1517305040243,2018-01-30T14:37:20.243,9.307,-81.677,2.435,205.750,205.750
1517305040251,2018-01-30T14:37:20.251,9.315,-81.330,1.377,208.123,208.123
1517305040258,2018-01-30T14:37:20.258,9.322,-81.412,-0.038,210.985,210.985
1517305040274,2018-01-30T14:37:20.274,9.338,-81.685,-1.632,214.117,214.117
1517305040281,2018-01-30T14:37:20.281,9.345,-81.999,-3.268,217.285,217.285
1517305040289,2018-01-30T14:37:20.289,9.353,-82.334,-4.917,220.464,220.464
1517305040304,2018-01-30T14:37:20.304,9.368,-82.699,-6.536,223.616,223.616
1517305040311,2018-01-30T14:37:20.311,9.375,-83.060,-8.038,226.554,226.554
1517305040326,2018-01-30T14:37:20.326,9.390,-83.307,-9.351,229.120,229.120
1517305040333,2018-01-30T14:37:20.333,9.397,-83.391,-10.465,231.328,231.328
1517305040341,2018-01-30T14:37:20.341,9.405,-83.367,-11.405,233.215,233.215
1517305040356,2018-01-30T14:37:20.356,9.420,-83.303,-12.174,234.782,234.782
1517305040363,2018-01-30T14:37:20.363,9.427,-83.264,-12.956,236.408,236.408
1517305040371,2018-01-30T14:37:20.371,9.435,-83.318,-13.801,238.148,238.148
1517305040386,2018-01-30T14:37:20.386,9.450,-83.410,-14.695,239.959,239.959
1517305040393,2018-01-30T14:37:20.393,9.457,-83.469,-15.564,241.740,241.740
1517305040401,2018-01-30T14:37:20.401,9.465,-83.435,-16.327,243.255,243.255
1517305040416,2018-01-30T14:37:20.416,9.480,-83.395,-17.211,244.765,244.765
1517305040423,2018-01-30T14:37:20.423,9.487,-83.355,-18.250,246.342,246.342
1517305040431,2018-01-30T14:37:20.431,9.495,-83.245,-19.228,247.807,247.807
1517305040446,2018-01-30T14:37:20.446,9.510,-83.037,-20.050,249.132,249.132
1517305040454,2018-01-30T14:37:20.454,9.518,-82.771,-20.767,250.358,250.358
1517305040461,2018-01-30T14:37:20.461,9.525,-82.504,-21.426,251.395,251.395
1517305040478,2018-01-30T14:37:20.478,9.542,-82.163,-21.855,252.085,252.085
1517305040483,2018-01-30T14:37:20.483,9.547,-81.804,-22.034,252.428,252.428
1517305040491,2018-01-30T14:37:20.491,9.555,-81.451,-22.049,252.509,252.509
1517305040506,2018-01-30T14:37:20.506,9.570,-81.109,-21.992,252.473,252.473
1517305040514,2018-01-30T14:37:20.514,9.578,-80.771,-21.924,252.443,252.443
1517305040529,2018-01-30T14:37:20.529,9.593,-80.495,-21.822,252.369,252.369
1517305040536,2018-01-30T14:37:20.536,9.600,-80.353,-21.715,252.253,252.253
1517305040543,2018-01-30T14:37:20.543,9.607,-80.355,-21.827,252.344,252.344
1517305040558,2018-01-30T14:37:20.558,9.622,-80.418,-22.115,252.597,252.597
1517305040573,2018-01-30T14:37:20.573,9.637,-80.481,-22.459,252.899,252.899
1517305040581,2018-01-30T14:37:20.581,9.645,-80.541,-22.945,253.278,253.278
1517305040588,2018-01-30T14:37:20.588,9.652,-80.582,-23.556,253.753,253.753
1517305040596,2018-01-30T14:37:20.596,9.660,-80.544,-24.192,254.288,254.288
1517305040604,2018-01-30T14:37:20.604,9.668,-80.415,-24.883,254.883,254.883
1517305040619,2018-01-30T14:37:20.619,9.683,-80.263,-25.747,255.591,255.591
1517305040626,2018-01-30T14:37:20.626,9.690,-80.095,-26.758,256.387,256.387
1517305040633,2018-01-30T14:37:20.633,9.697,-79.868,-27.832,257.244,257.244
1517305040648,2018-01-30T14:37:20.648,9.712,-79.646,-28.857,258.030,258.030
1517305040656,2018-01-30T14:37:20.656,9.720,-79.439,-29.763,258.703,258.703
1517305040664,2018-01-30T14:37:20.664,9.728,-79.215,-30.531,259.337,259.337
1517305040679,2018-01-30T14:37:20.679,9.743,-79.006,-31.227,259.981,259.981
1517305040686,2018-01-30T14:37:20.686,9.750,-78.840,-31.929,260.693,260.693
