epoch (ms),time (05:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1517305031026,2018-01-30T14:37:11.026,0.000,0.033,-0.031,0.012
1517305031033,2018-01-30T14:37:11.033,0.007,0.029,-0.036,0.019
1517305031045,2018-01-30T14:37:11.045,0.019,0.026,-0.041,0.027
1517305031053,2018-01-30T14:37:11.053,0.027,0.023,-0.043,0.032
1517305031060,2018-01-30T14:37:11.060,0.034,0.017,-0.047,0.029
1517305031075,2018-01-30T14:37:11.075,0.049,0.016,-0.046,0.026
1517305031089,2018-01-30T14:37:11.089,0.063,0.018,-0.041,0.023
1517305031097,2018-01-30T14:37:11.097,0.071,0.020,-0.034,0.019
1517305031109,2018-01-30T14:37:11.109,0.083,0.017,-0.024,0.017
1517305031113,2018-01-30T14:37:11.113,0.087,0.014,-0.014,0.019
1517305031119,2018-01-30T14:37:11.119,0.093,0.006,-0.008,0.010
1517305031134,2018-01-30T14:37:11.134,0.108,0.005,-0.005,0.003
1517305031142,2018-01-30T14:37:11.142,0.116,-0.006,-0.010,-0.015
1517305031155,2018-01-30T14:37:11.155,0.129,-0.009,-0.023,-0.031
1517305031164,2018-01-30T14:37:11.164,0.138,0.002,-0.028,-0.030
1517305031172,2018-01-30T14:37:11.172,0.146,0.008,-0.024,-0.017
1517305031194,2018-01-30T14:37:11.194,0.168,0.008,-0.018,-0.003
1517305031202,2018-01-30T14:37:11.202,0.176,0.003,-0.018,0.001
1517305031210,2018-01-30T14:37:11.210,0.184,-0.001,-0.019,0.006
1517305031216,2018-01-30T14:37:11.216,0.190,-0.003,-0.020,0.006
1517305031225,2018-01-30T14:37:11.225,0.199,-0.001,-0.021,0.007
1517305031231,2018-01-30T14:37:11.231,0.205,-0.002,-0.015,0.005
1517305031247,2018-01-30T14:37:11.247,0.221,-0.002,-0.007,0.002
1517305031255,2018-01-30T14:37:11.255,0.229,-0.001,-0.002,0.003
1517305031262,2018-01-30T14:37:11.262,0.236,0.002,0.001,0.001
1517305031278,2018-01-30T14:37:11.278,0.252,-0.001,-0.001,-0.003
1517305031284,2018-01-30T14:37:11.284,0.258,-0.006,-0.006,0.004
1517305031299,2018-01-30T14:37:11.299,0.273,-0.008,-0.013,0.011
1517305031308,2018-01-30T14:37:11.308,0.282,-0.009,-0.019,0.018
1517305031314,2018-01-30T14:37:11.314,0.288,-0.013,-0.025,0.013
1517305031324,2018-01-30T14:37:11.324,0.298,-0.014,-0.030,0.006
1517305031337,2018-01-30T14:37:11.337,0.311,-0.010,-0.031,0.000
1517305031345,2018-01-30T14:37:11.345,0.319,-0.007,-0.037,-0.004
1517305031361,2018-01-30T14:37:11.361,0.335,-0.008,-0.032,-0.007
1517305031367,2018-01-30T14:37:11.367,0.341,-0.010,-0.031,-0.017
1517305031376,2018-01-30T14:37:11.376,0.350,-0.005,-0.029,-0.027
1517305031392,2018-01-30T14:37:11.392,0.366,0.000,-0.018,-0.029
1517305031397,2018-01-30T14:37:11.397,0.371,0.006,0.000,-0.024
1517305031406,2018-01-30T14:37:11.406,0.380,0.017,0.018,-0.017
1517305031433,2018-01-30T14:37:11.433,0.407,0.029,0.030,-0.010
1517305031447,2018-01-30T14:37:11.447,0.421,0.031,0.028,0.003
1517305031451,2018-01-30T14:37:11.451,0.425,0.028,0.025,0.014
1517305031457,2018-01-30T14:37:11.457,0.431,0.032,0.008,0.021
