epoch (ms),time (10:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.52579E+12,2018-05-08T20:23:09.463,72.802,-0.012,-0.023,-0.03
1.52579E+12,2018-05-08T20:23:09.473,72.812,-0.019,-0.018,-0.024
1.52579E+12,2018-05-08T20:23:09.483,72.822,-0.027,-0.017,-0.013
1.52579E+12,2018-05-08T20:23:09.493,72.832,-0.028,-0.01,0.003
1.52579E+12,2018-05-08T20:23:09.502,72.841,-0.007,-0.006,0.012
1.52579E+12,2018-05-08T20:23:09.512,72.851,0.022,-0.012,0.014
1.52579E+12,2018-05-08T20:23:09.523,72.862,0.019,-0.015,0.006
1.52579E+12,2018-05-08T20:23:09.533,72.872,0.007,-0.018,0.007
1.52579E+12,2018-05-08T20:23:09.542,72.881,-0.001,-0.018,0.016
1.52579E+12,2018-05-08T20:23:09.552,72.891,-0.017,-0.015,0.014
1.52579E+12,2018-05-08T20:23:09.562,72.901,-0.025,-0.017,0.012
1.52579E+12,2018-05-08T20:23:09.573,72.912,-0.019,-0.013,0.006
1.52579E+12,2018-05-08T20:23:09.581,72.92,-0.014,-0.014,-0.009
1.52579E+12,2018-05-08T20:23:09.592,72.931,-0.011,-0.019,-0.012
1.52579E+12,2018-05-08T20:23:09.602,72.941,-0.017,-0.017,-0.007
1.52579E+12,2018-05-08T20:23:09.612,72.951,-0.017,-0.014,0
1.52579E+12,2018-05-08T20:23:09.621,72.96,-0.018,-0.021,0.01
1.52579E+12,2018-05-08T20:23:09.631,72.97,-0.02,-0.017,0.009
1.52579E+12,2018-05-08T20:23:09.641,72.98,-0.018,-0.012,0.009
1.52579E+12,2018-05-08T20:23:09.650,72.989,-0.023,-0.013,0.006
1.52579E+12,2018-05-08T20:23:09.660,72.999,-0.026,-0.018,0.004
1.52579E+12,2018-05-08T20:23:09.671,73.01,-0.013,-0.013,-0.003
1.52579E+12,2018-05-08T20:23:09.679,73.018,0.003,-0.012,-0.005
1.52579E+12,2018-05-08T20:23:09.691,73.03,0.01,-0.016,-0.013
1.52579E+12,2018-05-08T20:23:09.700,73.039,0.004,-0.018,-0.007
1.52579E+12,2018-05-08T20:23:09.710,73.049,-0.014,-0.02,-0.002
1.52579E+12,2018-05-08T20:23:09.719,73.058,-0.021,-0.019,0.014
1.52579E+12,2018-05-08T20:23:09.729,73.068,-0.026,-0.019,0.032
1.52579E+12,2018-05-08T20:23:09.740,73.079,-0.024,-0.01,0.037
