epoch (ms),time (10:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.52579E+12,2018-05-08T20:22:41.493,44.832,0.008,0.031,0.013
1.52579E+12,2018-05-08T20:22:41.503,44.842,0.011,0.026,0.009
1.52579E+12,2018-05-08T20:22:41.513,44.852,0,0.019,-0.002
1.52579E+12,2018-05-08T20:22:41.522,44.861,-0.008,0.012,-0.003
1.52579E+12,2018-05-08T20:22:41.533,44.872,-0.006,0.012,0.001
1.52579E+12,2018-05-08T20:22:41.543,44.882,0.003,0.019,0.005
1.52579E+12,2018-05-08T20:22:41.553,44.892,0.009,0.025,0.006
1.52579E+12,2018-05-08T20:22:41.562,44.901,0.009,0.033,-0.005
1.52579E+12,2018-05-08T20:22:41.572,44.911,-0.002,0.044,-0.006
1.52579E+12,2018-05-08T20:22:41.582,44.921,-0.014,0.047,0.004
1.52579E+12,2018-05-08T20:22:41.593,44.932,-0.015,0.05,0.005
1.52579E+12,2018-05-08T20:22:41.601,44.94,-0.015,0.057,0.004
1.52579E+12,2018-05-08T20:22:41.612,44.951,-0.011,0.06,0.003
1.52579E+12,2018-05-08T20:22:41.622,44.961,-0.001,0.058,-0.011
1.52579E+12,2018-05-08T20:22:41.631,44.97,-0.002,0.054,-0.017
1.52579E+12,2018-05-08T20:22:41.641,44.98,-0.005,0.044,-0.002
1.52579E+12,2018-05-08T20:22:41.651,44.99,0.002,0.045,0.005
1.52579E+12,2018-05-08T20:22:41.661,45,0.043,0.114,-0.101
1.52579E+12,2018-05-08T20:22:41.670,45.009,0.035,0.136,-0.104
1.52579E+12,2018-05-08T20:22:41.680,45.019,-0.023,-0.003,0.068
1.52579E+12,2018-05-08T20:22:41.691,45.03,-0.01,-0.088,0.122
1.52579E+12,2018-05-08T20:22:41.701,45.04,0.044,-0.025,0.01
1.52579E+12,2018-05-08T20:22:41.710,45.049,0.038,0.006,0.018
1.52579E+12,2018-05-08T20:22:41.720,45.059,0.019,0.02,0.064
1.52579E+12,2018-05-08T20:22:41.730,45.069,0.033,-0.001,0.036
1.52579E+12,2018-05-08T20:22:41.739,45.078,0.04,-0.026,-0.01
1.52579E+12,2018-05-08T20:22:41.749,45.088,0.031,-0.022,-0.026
1.52579E+12,2018-05-08T20:22:41.760,45.099,0.028,0.011,-0.018
1.52579E+12,2018-05-08T20:22:41.770,45.109,0.031,0.036,0.006
1.52579E+12,2018-05-08T20:22:41.779,45.118,0.038,0.04,0.005
1.52579E+12,2018-05-08T20:22:41.789,45.128,0.038,0.032,-0.005
1.52579E+12,2018-05-08T20:22:41.799,45.138,0.027,0.03,-0.011
1.52579E+12,2018-05-08T20:22:41.809,45.148,0.033,0.03,-0.021
1.52579E+12,2018-05-08T20:22:41.818,45.157,0.039,0.026,-0.016
1.52579E+12,2018-05-08T20:22:41.828,45.167,0.031,0.021,-0.011
1.52579E+12,2018-05-08T20:22:41.839,45.178,0.028,0.024,-0.011
1.52579E+12,2018-05-08T20:22:41.847,45.186,0.025,0.03,0.006
1.52579E+12,2018-05-08T20:22:41.858,45.197,0.02,0.036,-0.009
1.52579E+12,2018-05-08T20:22:41.868,45.207,0.012,0.042,-0.032
1.52579E+12,2018-05-08T20:22:41.878,45.217,-0.008,0.028,-0.028
1.52579E+12,2018-05-08T20:22:41.887,45.226,-0.011,0.021,-0.025
1.52579E+12,2018-05-08T20:22:41.897,45.236,-0.02,0.029,-0.015
1.52579E+12,2018-05-08T20:22:41.908,45.247,-0.023,0.04,-0.008
1.52579E+12,2018-05-08T20:22:41.918,45.257,-0.018,0.061,-0.012
1.52579E+12,2018-05-08T20:22:41.927,45.266,-0.04,0.081,-0.012
1.52579E+12,2018-05-08T20:22:41.937,45.276,-0.066,0.088,0.001
1.52579E+12,2018-05-08T20:22:41.947,45.286,-0.03,0.086,0.014
1.52579E+12,2018-05-08T20:22:41.957,45.296,-0.019,0.069,0.037
1.52579E+12,2018-05-08T20:22:41.966,45.305,-0.021,0.081,0.041
1.52579E+12,2018-05-08T20:22:41.976,45.315,-0.026,0.105,0.038
1.52579E+12,2018-05-08T20:22:41.987,45.326,-0.054,0.136,0.041
1.52579E+12,2018-05-08T20:22:41.995,45.334,-0.068,0.156,0.034
1.52579E+12,2018-05-08T20:22:42.006,45.345,-0.084,0.178,0.03
1.52579E+12,2018-05-08T20:22:42.016,45.355,-0.088,0.198,0.045
1.52579E+12,2018-05-08T20:22:42.026,45.365,-0.106,0.206,0.074
1.52579E+12,2018-05-08T20:22:42.035,45.374,-0.119,0.231,0.099
1.52579E+12,2018-05-08T20:22:42.045,45.384,-0.112,0.278,0.129
1.52579E+12,2018-05-08T20:22:42.055,45.394,-0.123,0.332,0.144
1.52579E+12,2018-05-08T20:22:42.064,45.403,-0.143,0.387,0.154
1.52579E+12,2018-05-08T20:22:42.074,45.413,-0.163,0.46,0.16
1.52579E+12,2018-05-08T20:22:42.085,45.424,-0.181,0.524,0.181
1.52579E+12,2018-05-08T20:22:42.095,45.434,-0.22,0.59,0.202
1.52579E+12,2018-05-08T20:22:42.104,45.443,-0.26,0.641,0.205
1.52579E+12,2018-05-08T20:22:42.114,45.453,-0.285,0.669,0.204
1.52579E+12,2018-05-08T20:22:42.124,45.463,-0.288,0.686,0.215
1.52579E+12,2018-05-08T20:22:42.135,45.474,-0.276,0.692,0.234
1.52579E+12,2018-05-08T20:22:42.143,45.482,-0.256,0.659,0.215
1.52579E+12,2018-05-08T20:22:42.154,45.493,-0.264,0.586,0.105
1.52579E+12,2018-05-08T20:22:42.164,45.503,-0.288,0.488,-0.004
1.52579E+12,2018-05-08T20:22:42.174,45.513,-0.265,0.399,-0.014
1.52579E+12,2018-05-08T20:22:42.183,45.522,-0.228,0.275,0.01
1.52579E+12,2018-05-08T20:22:42.193,45.532,-0.189,0.1,-0.004
1.52579E+12,2018-05-08T20:22:42.203,45.542,-0.138,-0.062,-0.039
1.52579E+12,2018-05-08T20:22:42.212,45.551,-0.081,-0.195,-0.118
1.52579E+12,2018-05-08T20:22:42.222,45.561,-0.002,-0.385,-0.243
1.52579E+12,2018-05-08T20:22:42.233,45.572,0.112,-0.621,-0.358
1.52579E+12,2018-05-08T20:22:42.243,45.582,0.244,-0.83,-0.442
1.52579E+12,2018-05-08T20:22:42.252,45.591,0.359,-1.033,-0.505
1.52579E+12,2018-05-08T20:22:42.262,45.601,0.469,-1.289,-0.604
1.52579E+12,2018-05-08T20:22:42.272,45.611,0.612,-1.55,-0.7
1.52579E+12,2018-05-08T20:22:42.283,45.622,0.774,-1.785,-0.775
1.52579E+12,2018-05-08T20:22:42.291,45.63,0.882,-1.965,-0.762
1.52579E+12,2018-05-08T20:22:42.302,45.641,0.908,-2.104,-0.736
1.52579E+12,2018-05-08T20:22:42.312,45.651,0.874,-2.275,-0.769
1.52579E+12,2018-05-08T20:22:42.322,45.661,0.874,-2.529,-0.81
1.52579E+12,2018-05-08T20:22:42.331,45.67,0.949,-2.862,-0.849
1.52579E+12,2018-05-08T20:22:42.341,45.68,0.972,-3.239,-0.896
1.52579E+12,2018-05-08T20:22:42.351,45.69,0.914,-3.622,-0.958
1.52579E+12,2018-05-08T20:22:42.360,45.699,0.719,-4.072,-0.953
1.52579E+12,2018-05-08T20:22:42.370,45.709,0.392,-4.574,-0.819
1.52579E+12,2018-05-08T20:22:42.381,45.72,0.093,-4.984,-0.703
1.52579E+12,2018-05-08T20:22:42.391,45.73,-0.208,-5.145,-0.597
1.52579E+12,2018-05-08T20:22:42.400,45.739,-0.269,-5.082,-0.485
1.52579E+12,2018-05-08T20:22:42.410,45.749,-0.234,-4.57,-0.213
1.52579E+12,2018-05-08T20:22:42.420,45.759,-0.833,-3.582,-0.02
1.52579E+12,2018-05-08T20:22:42.429,45.768,-1.484,-2.392,-0.258
1.52579E+12,2018-05-08T20:22:42.439,45.778,-1.503,-1.036,-0.135
1.52579E+12,2018-05-08T20:22:42.449,45.788,-0.559,0.451,0.123
1.52579E+12,2018-05-08T20:22:42.460,45.799,0.227,1.097,0.298
1.52579E+12,2018-05-08T20:22:42.469,45.808,0.312,0.995,0.326
1.52579E+12,2018-05-08T20:22:42.479,45.818,0.41,0.925,0.358
1.52579E+12,2018-05-08T20:22:42.489,45.828,0.553,0.874,0.398
1.52579E+12,2018-05-08T20:22:42.499,45.838,0.671,0.786,0.437
1.52579E+12,2018-05-08T20:22:42.508,45.847,0.768,0.681,0.473
1.52579E+12,2018-05-08T20:22:42.518,45.857,0.853,0.568,0.507
1.52579E+12,2018-05-08T20:22:42.529,45.868,0.917,0.437,0.542
1.52579E+12,2018-05-08T20:22:42.537,45.876,0.957,0.299,0.571
1.52579E+12,2018-05-08T20:22:42.548,45.887,0.981,0.153,0.592
1.52579E+12,2018-05-08T20:22:42.558,45.897,0.98,0.007,0.612
1.52579E+12,2018-05-08T20:22:42.568,45.907,0.957,-0.139,0.624
1.52579E+12,2018-05-08T20:22:42.577,45.916,0.912,-0.276,0.632
1.52579E+12,2018-05-08T20:22:42.587,45.926,0.851,-0.407,0.636
1.52579E+12,2018-05-08T20:22:42.597,45.936,0.767,-0.528,0.635
1.52579E+12,2018-05-08T20:22:42.608,45.947,0.667,-0.631,0.624
1.52579E+12,2018-05-08T20:22:42.616,45.955,0.551,-0.717,0.614
1.52579E+12,2018-05-08T20:22:42.627,45.966,0.426,-0.786,0.59
1.52579E+12,2018-05-08T20:22:42.637,45.976,0.297,-0.837,0.567
1.52579E+12,2018-05-08T20:22:42.647,45.986,0.157,-0.867,0.542
1.52579E+12,2018-05-08T20:22:42.656,45.995,0.017,-0.873,0.511
1.52579E+12,2018-05-08T20:22:42.666,46.005,-0.122,-0.86,0.476
1.52579E+12,2018-05-08T20:22:42.677,46.016,-0.26,-0.823,0.441
1.52579E+12,2018-05-08T20:22:42.685,46.024,-0.385,-0.766,0.404
1.52579E+12,2018-05-08T20:22:42.696,46.035,-0.502,-0.69,0.365
1.52579E+12,2018-05-08T20:22:42.706,46.045,-0.607,-0.595,0.329
1.52579E+12,2018-05-08T20:22:42.716,46.055,-0.696,-0.487,0.291
1.52579E+12,2018-05-08T20:22:42.726,46.065,-0.765,-0.365,0.257
1.52579E+12,2018-05-08T20:22:42.735,46.074,-0.813,-0.231,0.227
1.52579E+12,2018-05-08T20:22:42.745,46.084,-0.848,-0.093,0.2
1.52579E+12,2018-05-08T20:22:42.754,46.093,-0.854,0.049,0.172
1.52579E+12,2018-05-08T20:22:42.764,46.103,-0.839,0.194,0.151
