epoch (ms),time (10:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.52579E+12,2018-05-08T20:26:52.450,42.004,-0.024,-0.025,0.025
1.52579E+12,2018-05-08T20:26:52.461,42.015,-0.038,-0.018,0.008
1.52579E+12,2018-05-08T20:26:52.469,42.023,-0.045,0,0.004
1.52579E+12,2018-05-08T20:26:52.480,42.034,-0.032,-0.003,-0.006
1.52579E+12,2018-05-08T20:26:52.490,42.044,-0.028,0.005,-0.013
1.52579E+12,2018-05-08T20:26:52.500,42.054,-0.021,0.002,0.003
1.52579E+12,2018-05-08T20:26:52.509,42.063,-0.018,-0.004,0.015
1.52579E+12,2018-05-08T20:26:52.519,42.073,-0.025,-0.008,0.015
1.52579E+12,2018-05-08T20:26:52.530,42.084,-0.026,-0.007,0.005
1.52579E+12,2018-05-08T20:26:52.538,42.092,-0.027,-0.002,0
1.52579E+12,2018-05-08T20:26:52.549,42.103,-0.033,0.014,-0.002
1.52579E+12,2018-05-08T20:26:52.559,42.113,-0.044,0.021,-0.017
1.52579E+12,2018-05-08T20:26:52.569,42.123,-0.042,0.025,-0.014
1.52579E+12,2018-05-08T20:26:52.578,42.132,-0.036,0.026,0.005
1.52579E+12,2018-05-08T20:26:52.588,42.142,-0.031,0.017,0.019
1.52579E+12,2018-05-08T20:26:52.598,42.152,-0.027,0.005,0.021
1.52579E+12,2018-05-08T20:26:52.609,42.163,-0.023,0.009,0.021
1.52579E+12,2018-05-08T20:26:52.617,42.171,-0.023,0.022,0.013
1.52579E+12,2018-05-08T20:26:52.628,42.182,-0.027,0.032,-0.002
1.52579E+12,2018-05-08T20:26:52.638,42.192,-0.027,0.035,-0.009
1.52579E+12,2018-05-08T20:26:52.648,42.202,-0.02,0.034,0.002
1.52579E+12,2018-05-08T20:26:52.657,42.211,-0.014,0.033,0.025
1.52579E+12,2018-05-08T20:26:52.667,42.221,-0.007,0.031,0.025
1.52579E+12,2018-05-08T20:26:52.678,42.232,0.001,0.036,0.018
1.52579E+12,2018-05-08T20:26:52.688,42.242,0.01,0.037,0.02
1.52579E+12,2018-05-08T20:26:52.697,42.251,0.02,0.036,0.025
