epoch (ms),time (10:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.52579E+12,2018-05-08T20:27:32.187,81.741,0.021,-0.188,0.093
1.52579E+12,2018-05-08T20:27:32.199,81.753,0.038,-0.215,0.083
1.52579E+12,2018-05-08T20:27:32.208,81.762,0.061,-0.244,0.072
1.52579E+12,2018-05-08T20:27:32.218,81.772,0.081,-0.256,0.058
1.52579E+12,2018-05-08T20:27:32.227,81.781,0.094,-0.264,0.055
1.52579E+12,2018-05-08T20:27:32.237,81.791,0.116,-0.249,0.026
1.52579E+12,2018-05-08T20:27:32.247,81.801,0.12,-0.228,-0.015
1.52579E+12,2018-05-08T20:27:32.258,81.812,0.088,-0.228,-0.028
1.52579E+12,2018-05-08T20:27:32.266,81.82,0.07,-0.251,-0.04
1.52579E+12,2018-05-08T20:27:32.277,81.831,0.064,-0.281,-0.036
1.52579E+12,2018-05-08T20:27:32.287,81.841,0.044,-0.316,-0.003
1.52579E+12,2018-05-08T20:27:32.296,81.85,0.023,-0.264,0.041
1.52579E+12,2018-05-08T20:27:32.306,81.86,0.002,-0.164,0.029
1.52579E+12,2018-05-08T20:27:32.316,81.87,0.034,-0.169,-0.04
1.52579E+12,2018-05-08T20:27:32.326,81.88,0.018,-0.102,-0.079
1.52579E+12,2018-05-08T20:27:32.335,81.889,0.013,-0.01,-0.046
1.52579E+12,2018-05-08T20:27:32.345,81.899,0.043,0.021,-0.02
1.52579E+12,2018-05-08T20:27:32.356,81.91,0.06,0.039,0.014
1.52579E+12,2018-05-08T20:27:32.366,81.92,0.059,0.069,0.029
1.52579E+12,2018-05-08T20:27:32.375,81.929,0.045,0.096,0.014
1.52579E+12,2018-05-08T20:27:32.385,81.939,0.012,0.074,0.039
1.52579E+12,2018-05-08T20:27:32.395,81.949,-0.005,0.058,0.057
1.52579E+12,2018-05-08T20:27:32.406,81.96,-0.019,0.072,0.062
1.52579E+12,2018-05-08T20:27:32.414,81.968,0.008,0.104,0.065
1.52579E+12,2018-05-08T20:27:32.425,81.979,0.024,0.086,0.043
1.52579E+12,2018-05-08T20:27:32.435,81.989,0.051,0.143,0.011
1.52579E+12,2018-05-08T20:27:32.444,81.998,0.06,0.191,0.013
1.52579E+12,2018-05-08T20:27:32.454,82.008,0.013,0.133,0.03
1.52579E+12,2018-05-08T20:27:32.464,82.018,-0.035,0.091,-0.023
1.52579E+12,2018-05-08T20:27:32.474,82.028,-0.025,0.114,0.012
1.52579E+12,2018-05-08T20:27:32.483,82.037,-0.053,0.098,0.095
1.52579E+12,2018-05-08T20:27:32.493,82.047,-0.029,0.107,0.094
1.52579E+12,2018-05-08T20:27:32.504,82.058,0.038,0.081,0.138
1.52579E+12,2018-05-08T20:27:32.514,82.068,0.006,0.05,0.095
1.52579E+12,2018-05-08T20:27:32.523,82.077,-0.06,0.054,0.053
1.52579E+12,2018-05-08T20:27:32.533,82.087,-0.054,0.057,0.115
1.52579E+12,2018-05-08T20:27:32.543,82.097,0,0.03,0.191
1.52579E+12,2018-05-08T20:27:32.552,82.106,0.044,0.005,0.18
1.52579E+12,2018-05-08T20:27:32.562,82.116,0.024,-0.024,0.153
1.52579E+12,2018-05-08T20:27:32.573,82.127,-0.009,-0.039,0.11
1.52579E+12,2018-05-08T20:27:32.583,82.137,-0.014,-0.064,0.159
1.52579E+12,2018-05-08T20:27:32.592,82.146,-0.008,-0.064,0.181
1.52579E+12,2018-05-08T20:27:32.602,82.156,-0.007,-0.094,0.184
1.52579E+12,2018-05-08T20:27:32.612,82.166,-0.009,-0.105,0.168
1.52579E+12,2018-05-08T20:27:32.621,82.175,-0.001,-0.093,0.159
1.52579E+12,2018-05-08T20:27:32.631,82.185,0.02,-0.072,0.194
1.52579E+12,2018-05-08T20:27:32.641,82.195,0.051,-0.071,0.178
1.52579E+12,2018-05-08T20:27:32.652,82.206,0.065,-0.08,0.137
1.52579E+12,2018-05-08T20:27:32.660,82.214,0.034,-0.1,0.143
1.52579E+12,2018-05-08T20:27:32.671,82.225,-0.007,-0.12,0.131
1.52579E+12,2018-05-08T20:27:32.681,82.235,0.017,-0.127,0.128
1.52579E+12,2018-05-08T20:27:32.691,82.245,0.043,-0.109,0.112
1.52579E+12,2018-05-08T20:27:32.700,82.254,0.052,-0.102,0.085
1.52579E+12,2018-05-08T20:27:32.710,82.264,0.042,-0.081,0.105
1.52579E+12,2018-05-08T20:27:32.720,82.274,0.037,-0.075,0.104
1.52579E+12,2018-05-08T20:27:32.729,82.283,0.05,-0.079,0.093
1.52579E+12,2018-05-08T20:27:32.740,82.294,0.063,-0.088,0.085
1.52579E+12,2018-05-08T20:27:32.750,82.304,0.054,-0.088,0.073
1.52579E+12,2018-05-08T20:27:32.760,82.314,0.048,-0.079,0.02
1.52579E+12,2018-05-08T20:27:32.769,82.323,0.053,-0.099,-0.018
1.52579E+12,2018-05-08T20:27:32.779,82.333,0.05,-0.113,-0.02
1.52579E+12,2018-05-08T20:27:32.789,82.343,0.05,-0.107,-0.011
