epoch (ms),time (05:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1517305092010,2018-01-30T14:38:12.010,0.000,-0.238,-0.867,0.438
1517305092017,2018-01-30T14:38:12.017,0.007,-0.241,-0.864,0.443
1517305092025,2018-01-30T14:38:12.025,0.015,-0.243,-0.860,0.449
1517305092047,2018-01-30T14:38:12.047,0.037,-0.245,-0.853,0.460
1517305092057,2018-01-30T14:38:12.057,0.047,-0.246,-0.845,0.474
1517305092068,2018-01-30T14:38:12.068,0.058,-0.248,-0.837,0.488
1517305092076,2018-01-30T14:38:12.076,0.066,-0.248,-0.830,0.500
1517305092084,2018-01-30T14:38:12.084,0.074,-0.249,-0.824,0.509
1517305092093,2018-01-30T14:38:12.093,0.083,-0.249,-0.818,0.519
1517305092099,2018-01-30T14:38:12.099,0.089,-0.251,-0.810,0.530
1517305092107,2018-01-30T14:38:12.107,0.097,-0.253,-0.800,0.543
1517305092125,2018-01-30T14:38:12.125,0.115,-0.258,-0.789,0.558
1517305092129,2018-01-30T14:38:12.129,0.119,-0.263,-0.775,0.574
1517305092138,2018-01-30T14:38:12.138,0.128,-0.270,-0.762,0.589
1517305092152,2018-01-30T14:38:12.152,0.142,-0.275,-0.749,0.603
1517305092161,2018-01-30T14:38:12.161,0.151,-0.276,-0.738,0.616
1517305092167,2018-01-30T14:38:12.167,0.157,-0.279,-0.728,0.626
1517305092182,2018-01-30T14:38:12.182,0.172,-0.285,-0.719,0.634
1517305092189,2018-01-30T14:38:12.189,0.179,-0.292,-0.711,0.640
1517305092196,2018-01-30T14:38:12.196,0.186,-0.299,-0.704,0.645
1517305092212,2018-01-30T14:38:12.212,0.202,-0.304,-0.697,0.650
1517305092219,2018-01-30T14:38:12.219,0.209,-0.309,-0.692,0.652
1517305092233,2018-01-30T14:38:12.233,0.223,-0.315,-0.688,0.654
1517305092244,2018-01-30T14:38:12.244,0.234,-0.321,-0.685,0.654
1517305092258,2018-01-30T14:38:12.258,0.248,-0.327,-0.682,0.654
1517305092265,2018-01-30T14:38:12.265,0.255,-0.331,-0.679,0.655
1517305092272,2018-01-30T14:38:12.272,0.262,-0.332,-0.677,0.657
1517305092279,2018-01-30T14:38:12.279,0.269,-0.329,-0.677,0.659
1517305092294,2018-01-30T14:38:12.294,0.284,-0.328,-0.675,0.661
1517305092303,2018-01-30T14:38:12.303,0.293,-0.327,-0.673,0.663
1517305092311,2018-01-30T14:38:12.311,0.301,-0.326,-0.672,0.665
1517305092325,2018-01-30T14:38:12.325,0.315,-0.326,-0.670,0.667
1517305092331,2018-01-30T14:38:12.331,0.321,-0.326,-0.668,0.669
1517305092339,2018-01-30T14:38:12.339,0.329,-0.324,-0.665,0.673
1517305092355,2018-01-30T14:38:12.355,0.345,-0.320,-0.662,0.678
1517305092369,2018-01-30T14:38:12.369,0.359,-0.314,-0.660,0.683
1517305092398,2018-01-30T14:38:12.398,0.388,-0.309,-0.658,0.687
1517305092406,2018-01-30T14:38:12.406,0.396,-0.304,-0.657,0.690
1517305092422,2018-01-30T14:38:12.422,0.412,-0.301,-0.655,0.693
1517305092428,2018-01-30T14:38:12.428,0.418,-0.298,-0.654,0.695
1517305092436,2018-01-30T14:38:12.436,0.426,-0.295,-0.653,0.698
1517305092443,2018-01-30T14:38:12.443,0.433,-0.292,-0.651,0.700
