epoch (ms),time (05:00),elapsed (s),pitch (deg),roll (deg),yaw (deg),heading (deg)
1517305092009,2018-01-30T14:38:12.009,0.000,63.201,-13.794,359.625,359.625
1517305092016,2018-01-30T14:38:12.016,0.007,62.866,-13.925,359.234,359.234
1517305092023,2018-01-30T14:38:12.023,0.014,62.408,-14.058,358.745,358.745
1517305092046,2018-01-30T14:38:12.046,0.037,61.659,-14.172,357.909,357.909
1517305092056,2018-01-30T14:38:12.056,0.047,60.706,-14.266,356.770,356.770
1517305092063,2018-01-30T14:38:12.063,0.054,59.760,-14.334,355.779,355.779
1517305092070,2018-01-30T14:38:12.070,0.061,58.955,-14.371,355.062,355.062
1517305092083,2018-01-30T14:38:12.083,0.074,58.282,-14.391,354.437,354.437
1517305092091,2018-01-30T14:38:12.091,0.082,57.599,-14.426,353.677,353.677
1517305092098,2018-01-30T14:38:12.098,0.089,56.793,-14.511,352.637,352.637
1517305092106,2018-01-30T14:38:12.106,0.097,55.830,-14.676,351.253,351.253
1517305092121,2018-01-30T14:38:12.121,0.112,54.708,-14.936,349.500,349.500
1517305092128,2018-01-30T14:38:12.128,0.119,53.480,-15.274,347.446,347.446
1517305092135,2018-01-30T14:38:12.135,0.126,52.266,-15.645,345.300,345.300
1517305092151,2018-01-30T14:38:12.151,0.142,51.137,-15.943,343.170,343.170
1517305092159,2018-01-30T14:38:12.159,0.150,50.139,-16.050,341.146,341.146
1517305092166,2018-01-30T14:38:12.166,0.157,49.320,-16.179,339.530,339.530
1517305092181,2018-01-30T14:38:12.181,0.172,48.609,-16.535,338.224,338.224
1517305092188,2018-01-30T14:38:12.188,0.179,48.016,-16.983,337.001,337.001
1517305092195,2018-01-30T14:38:12.195,0.186,47.492,-17.374,335.927,335.927
1517305092211,2018-01-30T14:38:12.211,0.202,47.015,-17.696,335.057,335.057
1517305092218,2018-01-30T14:38:12.218,0.209,46.676,-18.015,334.344,334.344
1517305092226,2018-01-30T14:38:12.226,0.217,46.476,-18.370,333.710,333.710
1517305092243,2018-01-30T14:38:12.243,0.234,46.332,-18.742,333.175,333.175
1517305092256,2018-01-30T14:38:12.256,0.247,46.177,-19.069,332.779,332.779
1517305092263,2018-01-30T14:38:12.263,0.254,46.015,-19.302,332.599,332.599
1517305092271,2018-01-30T14:38:12.271,0.262,45.888,-19.361,332.673,332.673
1517305092278,2018-01-30T14:38:12.278,0.269,45.777,-19.222,332.921,332.921
1517305092293,2018-01-30T14:38:12.293,0.284,45.584,-19.124,333.047,333.047
1517305092301,2018-01-30T14:38:12.301,0.292,45.419,-19.069,333.122,333.122
1517305092309,2018-01-30T14:38:12.309,0.300,45.292,-19.037,333.193,333.193
1517305092323,2018-01-30T14:38:12.323,0.314,45.136,-19.047,333.127,333.127
1517305092331,2018-01-30T14:38:12.331,0.322,44.933,-19.013,332.929,332.929
1517305092338,2018-01-30T14:38:12.338,0.329,44.651,-18.884,332.644,332.644
1517305092353,2018-01-30T14:38:12.353,0.344,44.316,-18.654,332.369,332.369
1517305092368,2018-01-30T14:38:12.368,0.359,44.029,-18.316,332.239,332.239
1517305092385,2018-01-30T14:38:12.385,0.376,43.793,-17.977,332.275,332.275
1517305092400,2018-01-30T14:38:12.400,0.391,43.591,-17.706,332.359,332.359
1517305092409,2018-01-30T14:38:12.409,0.400,43.409,-17.501,332.361,332.361
1517305092425,2018-01-30T14:38:12.425,0.416,43.252,-17.322,332.284,332.284
1517305092430,2018-01-30T14:38:12.430,0.421,43.098,-17.137,332.126,332.126
1517305092438,2018-01-30T14:38:12.438,0.429,42.925,-16.992,331.802,331.802
1517305092451,2018-01-30T14:38:12.451,0.442,42.720,-16.862,331.346,331.346
1517305092498,2018-01-30T14:38:12.498,0.489,42.476,-16.699,330.817,330.817
1517305092503,2018-01-30T14:38:12.503,0.494,42.195,-16.519,330.253,330.253
1517305092533,2018-01-30T14:38:12.533,0.524,41.880,-16.348,329.713,329.713
1517305092537,2018-01-30T14:38:12.537,0.528,41.527,-16.207,329.197,329.197
1517305092545,2018-01-30T14:38:12.545,0.536,41.171,-16.069,328.701,328.701
1517305092549,2018-01-30T14:38:12.549,0.540,40.827,-16.010,328.222,328.222
1517305092555,2018-01-30T14:38:12.555,0.546,40.544,-16.001,327.773,327.773
1517305092561,2018-01-30T14:38:12.561,0.552,40.297,-16.007,327.330,327.330
1517305092564,2018-01-30T14:38:12.564,0.555,40.060,-15.968,326.900,326.900
1517305092590,2018-01-30T14:38:12.590,0.581,39.841,-15.909,326.487,326.487
1517305092593,2018-01-30T14:38:12.593,0.584,39.645,-15.818,326.103,326.103
1517305092597,2018-01-30T14:38:12.597,0.588,39.446,-15.700,325.733,325.733
1517305092601,2018-01-30T14:38:12.601,0.592,39.246,-15.555,325.369,325.369
1517305092606,2018-01-30T14:38:12.606,0.597,39.031,-15.415,324.980,324.980
1517305092615,2018-01-30T14:38:12.615,0.606,38.832,-15.286,324.590,324.590
1517305092628,2018-01-30T14:38:12.628,0.619,38.659,-15.145,324.212,324.212
1517305092635,2018-01-30T14:38:12.635,0.626,38.496,-14.973,323.830,323.830
1517305092643,2018-01-30T14:38:12.643,0.634,38.339,-14.754,323.433,323.433
1517305092647,2018-01-30T14:38:12.647,0.638,38.168,-14.499,323.018,323.018
1517305092655,2018-01-30T14:38:12.655,0.646,37.923,-14.243,322.553,322.553
1517305092658,2018-01-30T14:38:12.658,0.649,37.668,-13.908,322.152,322.152
1517305092662,2018-01-30T14:38:12.662,0.653,37.433,-13.479,321.887,321.887
1517305092669,2018-01-30T14:38:12.669,0.660,37.000,-13.082,321.508,321.508
1517305092676,2018-01-30T14:38:12.676,0.667,36.056,-12.713,320.822,320.822
1517305092686,2018-01-30T14:38:12.686,0.677,35.302,-12.211,320.443,320.443
1517305092698,2018-01-30T14:38:12.698,0.689,35.224,-11.553,320.531,320.531
1517305092706,2018-01-30T14:38:12.706,0.697,35.318,-10.829,320.842,320.842
1517305092713,2018-01-30T14:38:12.713,0.704,35.212,-10.078,321.197,321.197
1517305092728,2018-01-30T14:38:12.728,0.719,35.094,-9.293,321.666,321.666
1517305092737,2018-01-30T14:38:12.737,0.728,35.262,-8.436,322.311,322.311
1517305092744,2018-01-30T14:38:12.744,0.735,35.565,-7.571,323.010,323.010
1517305092758,2018-01-30T14:38:12.758,0.749,35.796,-6.770,323.551,323.551
1517305092766,2018-01-30T14:38:12.766,0.757,35.943,-6.016,324.006,324.006
1517305092776,2018-01-30T14:38:12.776,0.767,35.994,-5.270,324.479,324.479
1517305092789,2018-01-30T14:38:12.789,0.780,35.981,-4.529,325.052,325.052
1517305092796,2018-01-30T14:38:12.796,0.787,35.916,-3.804,325.751,325.751
1517305092805,2018-01-30T14:38:12.805,0.796,35.798,-3.109,326.464,326.464
1517305092818,2018-01-30T14:38:12.818,0.809,35.645,-2.437,327.125,327.125
1517305092826,2018-01-30T14:38:12.826,0.817,35.474,-1.793,327.735,327.735
1517305092833,2018-01-30T14:38:12.833,0.824,35.284,-1.209,328.328,328.328
1517305092849,2018-01-30T14:38:12.849,0.840,35.061,-0.690,328.834,328.834
1517305092856,2018-01-30T14:38:12.856,0.847,34.812,-0.214,329.186,329.186
1517305092871,2018-01-30T14:38:12.871,0.862,34.547,0.223,329.382,329.382
1517305092880,2018-01-30T14:38:12.880,0.871,34.263,0.628,329.498,329.498
1517305092886,2018-01-30T14:38:12.886,0.877,34.066,0.996,329.576,329.576
1517305092901,2018-01-30T14:38:12.901,0.892,33.928,1.325,329.560,329.560
1517305092909,2018-01-30T14:38:12.909,0.900,34.109,1.451,329.371,329.371
1517305092916,2018-01-30T14:38:12.916,0.907,34.057,1.683,329.145,329.145
1517305092931,2018-01-30T14:38:12.931,0.922,34.043,1.834,328.856,328.856
1517305092938,2018-01-30T14:38:12.938,0.929,34.032,1.886,328.499,328.499
1517305092946,2018-01-30T14:38:12.946,0.937,34.007,1.829,328.047,328.047
1517305092961,2018-01-30T14:38:12.961,0.952,33.979,1.669,327.500,327.500
1517305092968,2018-01-30T14:38:12.968,0.959,33.937,1.427,326.875,326.875
1517305092978,2018-01-30T14:38:12.978,0.969,33.862,1.122,326.175,326.175
1517305092991,2018-01-30T14:38:12.991,0.982,33.766,0.770,325.432,325.432
1517305092998,2018-01-30T14:38:12.998,0.989,33.667,0.399,324.676,324.676
1517305093006,2018-01-30T14:38:13.006,0.997,33.571,0.023,323.937,323.937
1517305093021,2018-01-30T14:38:13.021,1.012,33.473,-0.351,323.226,323.226
1517305093028,2018-01-30T14:38:13.028,1.019,33.376,-0.725,322.570,322.570
1517305093035,2018-01-30T14:38:13.035,1.026,33.261,-1.118,321.999,321.999
1517305093051,2018-01-30T14:38:13.051,1.042,33.134,-1.541,321.509,321.509
1517305093058,2018-01-30T14:38:13.058,1.049,33.030,-1.994,321.078,321.078
1517305093073,2018-01-30T14:38:13.073,1.064,32.967,-2.461,320.690,320.690
1517305093088,2018-01-30T14:38:13.088,1.079,32.920,-2.922,320.320,320.320
1517305093103,2018-01-30T14:38:13.103,1.094,32.869,-3.350,319.988,319.988
1517305093110,2018-01-30T14:38:13.110,1.101,32.811,-3.735,319.703,319.703
1517305093118,2018-01-30T14:38:13.118,1.109,32.752,-4.073,319.449,319.449
1517305093126,2018-01-30T14:38:13.126,1.117,32.710,-4.359,319.224,319.224
1517305093134,2018-01-30T14:38:13.134,1.125,32.695,-4.607,319.054,319.054
1517305093141,2018-01-30T14:38:13.141,1.132,32.706,-4.834,318.954,318.954
1517305093149,2018-01-30T14:38:13.149,1.140,32.737,-5.057,318.918,318.918
1517305093163,2018-01-30T14:38:13.163,1.154,32.790,-5.290,318.932,318.932
1517305093172,2018-01-30T14:38:13.172,1.163,32.857,-5.533,318.966,318.966
1517305093180,2018-01-30T14:38:13.180,1.171,32.931,-5.779,319.026,319.026
1517305093194,2018-01-30T14:38:13.194,1.185,32.980,-6.020,319.109,319.109
1517305093201,2018-01-30T14:38:13.201,1.192,32.995,-6.232,319.183,319.183
1517305093210,2018-01-30T14:38:13.210,1.201,32.997,-6.392,319.274,319.274
1517305093224,2018-01-30T14:38:13.224,1.215,33.001,-6.507,319.394,319.394
1517305093231,2018-01-30T14:38:13.231,1.222,33.006,-6.593,319.550,319.550
1517305093239,2018-01-30T14:38:13.239,1.230,33.017,-6.673,319.756,319.756
1517305093254,2018-01-30T14:38:13.254,1.245,33.024,-6.759,320.012,320.012
1517305093262,2018-01-30T14:38:13.262,1.253,33.017,-6.859,320.320,320.320
1517305093276,2018-01-30T14:38:13.276,1.267,32.985,-6.974,320.695,320.695
1517305093284,2018-01-30T14:38:13.284,1.275,32.932,-7.104,321.143,321.143
1517305093298,2018-01-30T14:38:13.298,1.289,32.868,-7.262,321.650,321.650
1517305093306,2018-01-30T14:38:13.306,1.297,32.820,-7.462,322.216,322.216
1517305093323,2018-01-30T14:38:13.323,1.314,32.789,-7.719,322.850,322.850
1517305093331,2018-01-30T14:38:13.331,1.322,32.743,-8.029,323.549,323.549
1517305093338,2018-01-30T14:38:13.338,1.329,32.679,-8.396,324.300,324.300
1517305093353,2018-01-30T14:38:13.353,1.344,32.612,-8.814,325.106,325.106
1517305093361,2018-01-30T14:38:13.361,1.352,32.543,-9.297,325.963,325.963
1517305093369,2018-01-30T14:38:13.369,1.360,32.478,-9.878,326.835,326.835
1517305093376,2018-01-30T14:38:13.376,1.367,32.387,-10.590,327.680,327.680
1517305093384,2018-01-30T14:38:13.384,1.375,32.282,-11.392,328.494,328.494
1517305093396,2018-01-30T14:38:13.396,1.387,32.209,-12.197,329.280,329.280
1517305093403,2018-01-30T14:38:13.403,1.394,32.188,-12.927,330.024,330.024
1517305093412,2018-01-30T14:38:13.412,1.403,32.226,-13.557,330.732,330.732
1517305093427,2018-01-30T14:38:13.427,1.418,32.323,-14.100,331.368,331.368
1517305093434,2018-01-30T14:38:13.434,1.425,32.471,-14.592,331.876,331.876
1517305093441,2018-01-30T14:38:13.441,1.432,32.645,-15.057,332.275,332.275
1517305093456,2018-01-30T14:38:13.456,1.447,32.823,-15.472,332.626,332.626
1517305093464,2018-01-30T14:38:13.464,1.455,32.977,-15.824,332.944,332.944
1517305093480,2018-01-30T14:38:13.480,1.471,33.097,-16.131,333.234,333.234
1517305093486,2018-01-30T14:38:13.486,1.477,33.160,-16.428,333.491,333.491
1517305093495,2018-01-30T14:38:13.495,1.486,33.173,-16.735,333.726,333.726
1517305093509,2018-01-30T14:38:13.509,1.500,33.154,-17.058,333.975,333.975
1517305093516,2018-01-30T14:38:13.516,1.507,33.126,-17.374,334.257,334.257
1517305093523,2018-01-30T14:38:13.523,1.514,33.114,-17.661,334.601,334.601
1517305093538,2018-01-30T14:38:13.538,1.529,33.130,-17.929,335.001,335.001
1517305093546,2018-01-30T14:38:13.546,1.537,33.160,-18.191,335.428,335.428
1517305093553,2018-01-30T14:38:13.553,1.544,33.194,-18.463,335.862,335.862
1517305093569,2018-01-30T14:38:13.569,1.560,33.234,-18.763,336.312,336.312
1517305093576,2018-01-30T14:38:13.576,1.567,33.282,-19.083,336.785,336.785
1517305093584,2018-01-30T14:38:13.584,1.575,33.526,-19.135,337.380,337.380
1517305093606,2018-01-30T14:38:13.606,1.597,33.578,-19.356,337.847,337.847
1517305093613,2018-01-30T14:38:13.613,1.604,33.640,-19.472,338.298,338.298
1517305093621,2018-01-30T14:38:13.621,1.612,33.715,-19.537,338.762,338.762
1517305093628,2018-01-30T14:38:13.628,1.619,33.790,-19.594,339.233,339.233
1517305093639,2018-01-30T14:38:13.639,1.630,33.863,-19.636,339.683,339.683
1517305093652,2018-01-30T14:38:13.652,1.643,33.953,-19.658,340.142,340.142
1517305093659,2018-01-30T14:38:13.659,1.650,34.067,-19.669,340.606,340.606
1517305093666,2018-01-30T14:38:13.666,1.657,34.180,-19.698,341.081,341.081
1517305093681,2018-01-30T14:38:13.681,1.672,34.274,-19.752,341.511,341.511
1517305093688,2018-01-30T14:38:13.688,1.679,34.352,-19.821,341.892,341.892
1517305093695,2018-01-30T14:38:13.695,1.686,34.388,-19.910,342.257,342.257
1517305093711,2018-01-30T14:38:13.711,1.702,34.368,-19.997,342.577,342.577
1517305093718,2018-01-30T14:38:13.718,1.709,34.313,-20.061,342.840,342.840
1517305093726,2018-01-30T14:38:13.726,1.717,34.249,-20.076,343.041,343.041
1517305093741,2018-01-30T14:38:13.741,1.732,34.191,-20.015,343.118,343.118
1517305093748,2018-01-30T14:38:13.748,1.739,34.135,-19.871,343.013,343.013
1517305093756,2018-01-30T14:38:13.756,1.747,34.080,-19.657,342.738,342.738
1517305093771,2018-01-30T14:38:13.771,1.762,34.022,-19.387,342.377,342.377
1517305093778,2018-01-30T14:38:13.778,1.769,33.957,-19.079,342.006,342.006
1517305093786,2018-01-30T14:38:13.786,1.777,33.884,-18.759,341.683,341.683
1517305093803,2018-01-30T14:38:13.803,1.794,33.803,-18.441,341.456,341.456
1517305093808,2018-01-30T14:38:13.808,1.799,33.716,-18.116,341.329,341.329
1517305093816,2018-01-30T14:38:13.816,1.807,33.635,-17.775,341.263,341.263
1517305093831,2018-01-30T14:38:13.831,1.822,33.566,-17.412,341.251,341.251
1517305093839,2018-01-30T14:38:13.839,1.830,33.493,-17.049,341.311,341.311
1517305093846,2018-01-30T14:38:13.846,1.837,33.403,-16.696,341.469,341.469
1517305093861,2018-01-30T14:38:13.861,1.852,33.278,-16.349,341.723,341.723
1517305093868,2018-01-30T14:38:13.868,1.859,33.090,-15.983,342.156,342.156
1517305093883,2018-01-30T14:38:13.883,1.874,32.875,-15.597,342.834,342.834
1517305093890,2018-01-30T14:38:13.890,1.881,32.667,-15.200,343.624,343.624
1517305093898,2018-01-30T14:38:13.898,1.889,32.448,-14.780,344.558,344.558
1517305093913,2018-01-30T14:38:13.913,1.904,32.203,-14.343,345.736,345.736
1517305093921,2018-01-30T14:38:13.921,1.912,31.944,-13.914,347.177,347.177
1517305093929,2018-01-30T14:38:13.929,1.920,31.717,-13.507,348.828,348.828
1517305093944,2018-01-30T14:38:13.944,1.935,31.533,-13.179,350.594,350.594
1517305093951,2018-01-30T14:38:13.951,1.942,31.323,-12.962,352.434,352.434
1517305093966,2018-01-30T14:38:13.966,1.957,31.097,-12.845,354.437,354.437
1517305093973,2018-01-30T14:38:13.973,1.964,31.024,-12.843,356.616,356.616
1517305093981,2018-01-30T14:38:13.981,1.972,31.191,-12.880,359.002,359.002
1517305093988,2018-01-30T14:38:13.988,1.979,31.705,-12.924,1.691,1.691
1517305094004,2018-01-30T14:38:14.004,1.995,32.504,-13.004,4.578,4.578
1517305094011,2018-01-30T14:38:14.011,2.002,33.407,-13.045,7.751,7.751
1517305094019,2018-01-30T14:38:14.019,2.010,34.464,-13.056,11.025,11.025
1517305094033,2018-01-30T14:38:14.033,2.024,35.656,-13.075,14.080,14.080
1517305094042,2018-01-30T14:38:14.042,2.033,36.846,-13.069,16.857,16.857
1517305094049,2018-01-30T14:38:14.049,2.040,37.999,-12.999,19.379,19.379
1517305094064,2018-01-30T14:38:14.064,2.055,39.231,-12.798,21.753,21.753
1517305094072,2018-01-30T14:38:14.072,2.063,40.601,-12.464,24.127,24.127
1517305094086,2018-01-30T14:38:14.086,2.077,41.997,-12.097,26.491,26.491
1517305094093,2018-01-30T14:38:14.093,2.084,43.339,-11.740,28.862,28.862
1517305094101,2018-01-30T14:38:14.101,2.092,44.672,-11.393,31.334,31.334
1517305094117,2018-01-30T14:38:14.117,2.108,45.993,-11.184,33.929,33.929
1517305094123,2018-01-30T14:38:14.123,2.114,47.181,-11.279,36.568,36.568
1517305094131,2018-01-30T14:38:14.131,2.122,48.290,-11.620,39.310,39.310
1517305094146,2018-01-30T14:38:14.146,2.137,49.357,-12.135,42.056,42.056
1517305094153,2018-01-30T14:38:14.153,2.144,50.279,-12.833,44.638,44.638
1517305094161,2018-01-30T14:38:14.161,2.152,51.050,-13.652,46.999,46.999
1517305094176,2018-01-30T14:38:14.176,2.167,51.769,-14.534,49.118,49.118
1517305094183,2018-01-30T14:38:14.183,2.174,52.469,-15.466,50.985,50.985
1517305094190,2018-01-30T14:38:14.190,2.181,53.146,-16.457,52.576,52.576
1517305094206,2018-01-30T14:38:14.206,2.197,53.842,-17.489,53.921,53.921
1517305094213,2018-01-30T14:38:14.213,2.204,54.566,-18.520,55.036,55.036
1517305094221,2018-01-30T14:38:14.221,2.212,55.290,-19.470,55.903,55.903
1517305094236,2018-01-30T14:38:14.236,2.227,55.968,-20.274,56.533,56.533
1517305094243,2018-01-30T14:38:14.243,2.234,56.528,-20.896,56.956,56.956
1517305094251,2018-01-30T14:38:14.251,2.242,56.957,-21.331,57.153,57.153
1517305094266,2018-01-30T14:38:14.266,2.257,57.248,-21.619,57.127,57.127
1517305094275,2018-01-30T14:38:14.275,2.266,57.418,-21.809,56.965,56.965
1517305094289,2018-01-30T14:38:14.289,2.280,57.536,-21.950,56.760,56.760
1517305094296,2018-01-30T14:38:14.296,2.287,57.641,-22.105,56.580,56.580
1517305094303,2018-01-30T14:38:14.303,2.294,57.728,-22.319,56.468,56.468
1517305094318,2018-01-30T14:38:14.318,2.309,57.801,-22.572,56.450,56.450
1517305094326,2018-01-30T14:38:14.326,2.317,57.847,-22.802,56.553,56.553
1517305094333,2018-01-30T14:38:14.333,2.324,57.908,-22.960,56.812,56.812
1517305094349,2018-01-30T14:38:14.349,2.340,58.029,-23.065,57.243,57.243
1517305094356,2018-01-30T14:38:14.356,2.347,58.225,-23.182,57.846,57.846
1517305094363,2018-01-30T14:38:14.363,2.354,58.474,-23.363,58.603,58.603
1517305094378,2018-01-30T14:38:14.378,2.369,58.762,-23.592,59.480,59.480
1517305094386,2018-01-30T14:38:14.386,2.377,59.055,-23.845,60.406,60.406
1517305094394,2018-01-30T14:38:14.394,2.385,59.328,-24.100,61.337,61.337
1517305094408,2018-01-30T14:38:14.408,2.399,59.585,-24.295,62.270,62.270
1517305094417,2018-01-30T14:38:14.417,2.408,59.834,-24.367,63.162,63.162
1517305094424,2018-01-30T14:38:14.424,2.415,60.053,-24.365,63.977,63.977
1517305094440,2018-01-30T14:38:14.440,2.431,60.249,-24.344,64.694,64.694
1517305094446,2018-01-30T14:38:14.446,2.437,60.441,-24.331,65.339,65.339
1517305094453,2018-01-30T14:38:14.453,2.444,60.663,-24.329,65.947,65.947
1517305094468,2018-01-30T14:38:14.468,2.459,60.885,-24.331,66.510,66.510
1517305094479,2018-01-30T14:38:14.479,2.470,61.053,-24.317,67.007,67.007
1517305094491,2018-01-30T14:38:14.491,2.482,61.142,-24.293,67.424,67.424
1517305094498,2018-01-30T14:38:14.498,2.489,61.150,-24.267,67.777,67.777
1517305094506,2018-01-30T14:38:14.506,2.497,61.106,-24.242,68.078,68.078
1517305094521,2018-01-30T14:38:14.521,2.512,61.003,-24.223,68.325,68.325
1517305094528,2018-01-30T14:38:14.528,2.519,60.813,-24.198,68.519,68.519
1517305094536,2018-01-30T14:38:14.536,2.527,60.543,-24.161,68.660,68.660
1517305094551,2018-01-30T14:38:14.551,2.542,60.231,-24.134,68.745,68.745
1517305094558,2018-01-30T14:38:14.558,2.549,59.895,-24.133,68.789,68.789
1517305094566,2018-01-30T14:38:14.566,2.557,59.510,-24.141,68.789,68.789
1517305094581,2018-01-30T14:38:14.581,2.572,59.044,-24.128,68.744,68.744
1517305094591,2018-01-30T14:38:14.591,2.582,58.474,-24.088,68.663,68.663
1517305094597,2018-01-30T14:38:14.597,2.588,57.750,-24.031,68.547,68.547
1517305094611,2018-01-30T14:38:14.611,2.602,56.878,-23.993,68.407,68.407
1517305094618,2018-01-30T14:38:14.618,2.609,55.890,-24.017,68.249,68.249
1517305094626,2018-01-30T14:38:14.626,2.617,54.768,-24.088,68.072,68.072
1517305094641,2018-01-30T14:38:14.641,2.632,53.490,-24.167,67.865,67.865
1517305094648,2018-01-30T14:38:14.648,2.639,52.057,-24.225,67.612,67.612
1517305094656,2018-01-30T14:38:14.656,2.647,50.434,-24.240,67.269,67.269
1517305094678,2018-01-30T14:38:14.678,2.669,48.580,-24.199,66.777,66.777
1517305094686,2018-01-30T14:38:14.686,2.677,46.454,-24.102,66.110,66.110
1517305094693,2018-01-30T14:38:14.693,2.684,44.000,-23.965,65.265,65.265
1517305094701,2018-01-30T14:38:14.701,2.692,41.170,-23.791,64.224,64.224
1517305094709,2018-01-30T14:38:14.709,2.700,38.049,-23.516,63.016,63.016
1517305094723,2018-01-30T14:38:14.723,2.714,34.714,-23.061,61.695,61.695
1517305094738,2018-01-30T14:38:14.738,2.729,31.089,-22.376,60.226,60.226
1517305094748,2018-01-30T14:38:14.748,2.739,27.117,-21.328,58.496,58.496
1517305094756,2018-01-30T14:38:14.756,2.747,22.925,-19.786,56.466,56.466
1517305094763,2018-01-30T14:38:14.763,2.754,18.733,-17.761,54.165,54.165
1517305094770,2018-01-30T14:38:14.770,2.761,14.790,-15.357,51.605,51.605
1517305094791,2018-01-30T14:38:14.791,2.782,11.350,-12.820,48.632,48.632
1517305094798,2018-01-30T14:38:14.798,2.789,8.551,-10.177,45.237,45.237
1517305094806,2018-01-30T14:38:14.806,2.797,6.068,-7.185,41.862,41.862
1517305094813,2018-01-30T14:38:14.813,2.804,3.966,-4.012,38.582,38.582
1517305094821,2018-01-30T14:38:14.821,2.812,2.389,-0.873,35.308,35.308
1517305094828,2018-01-30T14:38:14.828,2.819,1.270,2.094,32.163,32.163
1517305094844,2018-01-30T14:38:14.844,2.835,0.465,4.746,29.316,29.316
1517305094851,2018-01-30T14:38:14.851,2.842,-0.132,7.031,26.860,26.860
1517305094858,2018-01-30T14:38:14.858,2.849,-0.590,9.028,24.779,24.779
1517305094873,2018-01-30T14:38:14.873,2.864,-0.965,10.833,23.024,23.024
1517305094881,2018-01-30T14:38:14.881,2.872,-1.270,12.433,21.608,21.608
1517305094896,2018-01-30T14:38:14.896,2.887,-1.522,13.746,20.600,20.600
1517305094904,2018-01-30T14:38:14.904,2.895,-1.860,14.722,19.958,19.958
1517305094910,2018-01-30T14:38:14.910,2.901,-2.361,15.462,19.500,19.500
1517305094927,2018-01-30T14:38:14.927,2.918,-2.942,16.118,19.108,19.108
1517305094933,2018-01-30T14:38:14.933,2.924,-3.490,16.722,18.751,18.751
1517305094941,2018-01-30T14:38:14.941,2.932,-3.981,17.255,18.451,18.451
1517305094956,2018-01-30T14:38:14.956,2.947,-4.437,17.731,18.218,18.218
1517305094963,2018-01-30T14:38:14.963,2.954,-4.912,18.210,18.022,18.022
1517305094971,2018-01-30T14:38:14.971,2.962,-5.418,18.668,17.897,17.897
1517305094986,2018-01-30T14:38:14.986,2.977,-5.967,19.029,17.911,17.911
1517305094993,2018-01-30T14:38:14.993,2.984,-6.582,19.282,18.071,18.071
1517305095008,2018-01-30T14:38:15.008,2.999,-7.248,19.450,18.327,18.327
1517305095016,2018-01-30T14:38:15.016,3.007,-7.945,19.550,18.646,18.646
1517305095023,2018-01-30T14:38:15.023,3.014,-8.689,19.585,18.993,18.993
1517305095031,2018-01-30T14:38:15.031,3.022,-9.473,19.581,19.322,19.322
1517305095046,2018-01-30T14:38:15.046,3.037,-10.160,19.625,19.537,19.537
1517305095055,2018-01-30T14:38:15.055,3.046,-10.831,19.825,19.595,19.595
1517305095061,2018-01-30T14:38:15.061,3.052,-11.611,20.084,19.607,19.607
1517305095076,2018-01-30T14:38:15.076,3.067,-12.387,20.334,19.601,19.601
1517305095083,2018-01-30T14:38:15.083,3.074,-13.132,20.539,19.613,19.613
1517305095098,2018-01-30T14:38:15.098,3.089,-13.930,20.655,19.668,19.668
1517305095106,2018-01-30T14:38:15.106,3.097,-14.799,20.649,19.793,19.793
1517305095113,2018-01-30T14:38:15.113,3.104,-15.716,20.489,20.039,20.039
1517305095128,2018-01-30T14:38:15.128,3.119,-16.666,20.148,20.422,20.422
1517305095136,2018-01-30T14:38:15.136,3.127,-17.666,19.610,20.962,20.962
1517305095143,2018-01-30T14:38:15.143,3.134,-18.734,18.852,21.678,21.678
1517305095158,2018-01-30T14:38:15.158,3.149,-19.833,17.993,22.454,22.454
1517305095165,2018-01-30T14:38:15.165,3.156,-20.832,17.232,23.143,23.143
1517305095173,2018-01-30T14:38:15.173,3.164,-21.618,16.608,23.766,23.766
1517305095198,2018-01-30T14:38:15.198,3.189,-22.349,15.897,24.476,24.476
1517305095203,2018-01-30T14:38:15.203,3.194,-23.166,14.959,25.339,25.339
1517305095211,2018-01-30T14:38:15.211,3.202,-24.072,13.783,26.342,26.342
1517305095218,2018-01-30T14:38:15.218,3.209,-24.985,12.402,27.435,27.435
1517305095226,2018-01-30T14:38:15.226,3.217,-25.848,10.902,28.542,28.542
1517305095233,2018-01-30T14:38:15.233,3.224,-26.669,9.448,29.567,29.567
1517305095248,2018-01-30T14:38:15.248,3.239,-27.423,8.179,30.475,30.475
1517305095257,2018-01-30T14:38:15.257,3.248,-28.012,7.158,31.254,31.254
1517305095263,2018-01-30T14:38:15.263,3.254,-28.907,6.488,31.818,31.818
1517305095278,2018-01-30T14:38:15.278,3.269,-30.264,6.154,32.417,32.417
1517305095286,2018-01-30T14:38:15.286,3.277,-31.422,6.129,32.941,32.941
1517305095301,2018-01-30T14:38:15.301,3.292,-32.085,6.352,33.153,33.153
1517305095308,2018-01-30T14:38:15.308,3.299,-32.458,6.710,33.198,33.198
1517305095316,2018-01-30T14:38:15.316,3.307,-32.814,7.109,33.212,33.212
1517305095331,2018-01-30T14:38:15.331,3.322,-33.204,7.469,33.180,33.180
1517305095339,2018-01-30T14:38:15.339,3.330,-33.579,7.723,33.128,33.128
1517305095347,2018-01-30T14:38:15.347,3.338,-33.927,7.858,33.118,33.118
1517305095361,2018-01-30T14:38:15.361,3.352,-34.137,7.940,33.145,33.145
