epoch (ms),time (10:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1.52579E+12,2018-05-08T20:23:44.617,62.604,-0.000052375,-0.0000025,-0.000001937
1.52579E+12,2018-05-08T20:23:44.658,62.645,-0.000053063,-0.000004688,-0.00000075
1.52579E+12,2018-05-08T20:23:44.698,62.685,-0.000053437,-0.000004313,-0.000000375
1.52579E+12,2018-05-08T20:23:44.739,62.726,-0.000053063,-0.000005813,0
1.52579E+12,2018-05-08T20:23:44.780,62.767,-0.000053812,-0.000006875,0.00000075
1.52579E+12,2018-05-08T20:23:44.820,62.807,-0.000053437,-0.000008312,0.000000375
1.52579E+12,2018-05-08T20:23:44.861,62.848,-0.000054188,-0.00000975,0.000003125
1.52579E+12,2018-05-08T20:23:44.902,62.889,-0.000052688,-0.0000105,0.000003563
1.52579E+12,2018-05-08T20:23:44.941,62.928,-0.000053437,-0.000010125,0.000003937
1.52579E+12,2018-05-08T20:23:44.982,62.969,-0.000053437,-0.000010125,0.000004313
1.52579E+12,2018-05-08T20:23:45.023,63.01,-0.000052688,-0.000010875,0.000005125
1.52579E+12,2018-05-08T20:23:45.063,63.05,-0.000053437,-0.000010125,0.0000055
1.52579E+12,2018-05-08T20:23:45.104,63.091,-0.000053437,-0.0000105,0.000005938
1.52579E+12,2018-05-08T20:23:45.145,63.132,-0.000053437,-0.000010125,0.000005125
1.52579E+12,2018-05-08T20:23:45.184,63.171,-0.000053437,-0.000010875,0.000005125
1.52579E+12,2018-05-08T20:23:45.225,63.212,-0.000053437,-0.000010875,0.000005938
1.52579E+12,2018-05-08T20:23:45.266,63.253,-0.000053437,-0.000010125,0.000006312
1.52579E+12,2018-05-08T20:23:45.306,63.293,-0.000053812,-0.0000105,0.00000675
1.52579E+12,2018-05-08T20:23:45.347,63.334,-0.000053437,-0.000009438,0.000006687
1.52579E+12,2018-05-08T20:23:45.387,63.374,-0.000053437,-0.0000105,0.000006687
1.52579E+12,2018-05-08T20:23:45.428,63.415,-0.000053812,-0.000010125,0.000007125
1.52579E+12,2018-05-08T20:23:45.469,63.456,-0.000053063,-0.000010125,0.000007125
1.52579E+12,2018-05-08T20:23:45.508,63.495,-0.000054188,-0.0000105,0.000007938
1.52579E+12,2018-05-08T20:23:45.549,63.536,-0.000053812,-0.000009438,0.000007125
1.52579E+12,2018-05-08T20:23:45.590,63.577,-0.000053063,-0.00000975,0.000008687
1.52579E+12,2018-05-08T20:23:45.630,63.617,-0.000053812,-0.000010125,0.000008312
1.52579E+12,2018-05-08T20:23:45.671,63.658,-0.000054563,-0.000009062,0.000007938
1.52579E+12,2018-05-08T20:23:45.712,63.699,-0.000054188,-0.000009062,0.000007125
1.52579E+12,2018-05-08T20:23:45.751,63.738,-0.000053437,-0.000008687,0.0000075
1.52579E+12,2018-05-08T20:23:45.792,63.779,-0.000053063,-0.000009438,0.0000055
1.52579E+12,2018-05-08T20:23:45.833,63.82,-0.000054188,-0.00000975,0.000006687
1.52579E+12,2018-05-08T20:23:45.873,63.86,-0.000053812,-0.000010125,0.00000475
1.52579E+12,2018-05-08T20:23:45.914,63.901,-0.000052688,-0.000010875,0.00000475
1.52579E+12,2018-05-08T20:23:45.955,63.942,-0.000053063,-0.000011937,0.0000055
1.52579E+12,2018-05-08T20:23:45.994,63.981,-0.000053812,-0.000010875,0.00000475
1.52579E+12,2018-05-08T20:23:46.035,64.022,-0.000053812,-0.0000105,0.000003563
1.52579E+12,2018-05-08T20:23:46.076,64.063,-0.000052688,-0.000011937,0.000003563
1.52579E+12,2018-05-08T20:23:46.116,64.103,-0.000052375,-0.000011937,0.000003937
1.52579E+12,2018-05-08T20:23:46.157,64.144,-0.000052688,-0.00001125,0.000002375
1.52579E+12,2018-05-08T20:23:46.197,64.184,-0.000052688,-0.000012313,0.000001562
1.52579E+12,2018-05-08T20:23:46.238,64.225,-0.000052,-0.000013437,0.000001187
1.52579E+12,2018-05-08T20:23:46.279,64.266,-0.000051625,-0.00001375,0.00000075
1.52579E+12,2018-05-08T20:23:46.318,64.305,-0.00005125,-0.000013437,-0.000001562
1.52579E+12,2018-05-08T20:23:46.359,64.346,-0.0000505,-0.000011937,-0.000004313
1.52579E+12,2018-05-08T20:23:46.400,64.387,-0.000050188,-0.000012313,-0.000005938
1.52579E+12,2018-05-08T20:23:46.440,64.427,-0.000048687,-0.000012313,-0.0000075
1.52579E+12,2018-05-08T20:23:46.481,64.468,-0.000046875,-0.000014875,-0.000009875
1.52579E+12,2018-05-08T20:23:46.522,64.509,-0.00004325,-0.000016687,-0.000013437
1.52579E+12,2018-05-08T20:23:46.561,64.548,-0.000041062,-0.00001925,-0.000013437
1.52579E+12,2018-05-08T20:23:46.602,64.589,-0.000038875,-0.000024688,-0.000011875
1.52579E+12,2018-05-08T20:23:46.643,64.63,-0.000034563,-0.0000305,-0.0000115
1.52579E+12,2018-05-08T20:23:46.683,64.67,-0.000029812,-0.000035938,-0.000007125
1.52579E+12,2018-05-08T20:23:46.724,64.711,-0.00002475,-0.000040313,-0.00000275
1.52579E+12,2018-05-08T20:23:46.765,64.752,-0.000016,-0.000044687,0.000005125
1.52579E+12,2018-05-08T20:23:46.804,64.791,-0.000006938,-0.000045,0.000010313
1.52579E+12,2018-05-08T20:23:46.845,64.832,0.000002875,-0.000044312,0.00001625
1.52579E+12,2018-05-08T20:23:46.887,64.874,0.000013063,-0.000039937,0.000020187
1.52579E+12,2018-05-08T20:23:46.926,64.913,0.0000225,-0.000031563,0.000022187
1.52579E+12,2018-05-08T20:23:46.967,64.954,0.000029062,-0.000022875,0.000023375
1.52579E+12,2018-05-08T20:23:47.007,64.994,0.00003375,-0.0000145,0.000021437
1.52579E+12,2018-05-08T20:23:47.048,65.035,0.000035938,-0.000005062,0.000019
1.52579E+12,2018-05-08T20:23:47.089,65.076,0.000037,0.000003312,0.000015875
1.52579E+12,2018-05-08T20:23:47.128,65.115,0.000035563,0.000012,0.000015875
1.52579E+12,2018-05-08T20:23:47.169,65.156,0.000033375,0.0000175,0.000016625
1.52579E+12,2018-05-08T20:23:47.210,65.197,0.000030875,0.000020375,0.000018625
1.52579E+12,2018-05-08T20:23:47.250,65.237,0.0000305,0.00002075,0.000020187
1.52579E+12,2018-05-08T20:23:47.291,65.278,0.000030125,0.000017812,0.000023375
1.52579E+12,2018-05-08T20:23:47.332,65.319,0.000029375,0.000014562,0.000028187
1.52579E+12,2018-05-08T20:23:47.371,65.358,0.00002975,0.000008375,0.000034125
1.52579E+12,2018-05-08T20:23:47.412,65.399,0.000028688,-0.000000688,0.000038062
1.52579E+12,2018-05-08T20:23:47.453,65.44,0.000025375,-0.000011937,0.000038062
1.52579E+12,2018-05-08T20:23:47.493,65.48,0.0000185,-0.0000225,0.0000385
1.52579E+12,2018-05-08T20:23:47.534,65.521,0.00000975,-0.000033375,0.000036125
1.52579E+12,2018-05-08T20:23:47.575,65.562,-0.000002188,-0.00003775,0.000033312
1.52579E+12,2018-05-08T20:23:47.615,65.602,-0.000013812,-0.00004175,0.000026563
1.52579E+12,2018-05-08T20:23:47.656,65.643,-0.000026937,-0.000038813,0.000022625
1.52579E+12,2018-05-08T20:23:47.697,65.684,-0.00003675,-0.000033,0.000019
1.52579E+12,2018-05-08T20:23:47.736,65.723,-0.000045812,-0.000026125,0.000011062
1.52579E+12,2018-05-08T20:23:47.777,65.764,-0.000048687,-0.00001775,0.000001562
1.52579E+12,2018-05-08T20:23:47.817,65.804,-0.00004725,-0.000006875,-0.0000095
1.52579E+12,2018-05-08T20:23:47.858,65.845,-0.000034187,0.00000475,-0.000025
1.52579E+12,2018-05-08T20:23:47.899,65.886,-0.000006938,0.000019312,-0.000025813
1.52579E+12,2018-05-08T20:23:47.938,65.925,0.000010875,0.00002875,-0.000010313
1.52579E+12,2018-05-08T20:23:47.979,65.966,0.000010875,0.000034563,0
1.52579E+12,2018-05-08T20:23:48.020,66.007,0.000003625,0.00003925,-0.000001187
1.52579E+12,2018-05-08T20:23:48.060,66.047,-0.000001125,0.000038938,-0.00000675
1.52579E+12,2018-05-08T20:23:48.101,66.088,0.000005438,0.000036,-0.0000115
1.52579E+12,2018-05-08T20:23:48.142,66.129,0.000016687,0.000028375,-0.00001225
1.52579E+12,2018-05-08T20:23:48.181,66.168,0.000030125,0.000017812,-0.0000055
1.52579E+12,2018-05-08T20:23:48.222,66.209,0.00003775,-0.000006125,0.000008312
1.52579E+12,2018-05-08T20:23:48.263,66.25,0.000029375,-0.000027563,0.000011062
1.52579E+12,2018-05-08T20:23:48.303,66.29,-0.00001675,0.000041437,0.000023
1.52579E+12,2018-05-08T20:23:48.344,66.331,-0.000008375,-0.000046125,0.000007938
1.52579E+12,2018-05-08T20:23:48.385,66.372,-0.0000015,0.000042563,0.000025
1.52579E+12,2018-05-08T20:23:48.425,66.412,-0.000023312,-0.000045,0.000005938
1.52579E+12,2018-05-08T20:23:48.466,66.453,0.000013437,0.000037438,0.000026187
1.52579E+12,2018-05-08T20:23:48.507,66.494,-0.000037062,-0.000039188,0.000005938
1.52579E+12,2018-05-08T20:23:48.546,66.533,0.000026125,0.000028,0.000028187
1.52579E+12,2018-05-08T20:23:48.587,66.574,-0.000047625,-0.000029062,0.000006687
1.52579E+12,2018-05-08T20:23:48.627,66.614,0.0000345,0.00001675,0.000025813
1.52579E+12,2018-05-08T20:23:48.668,66.655,-0.000053812,-0.000017063,0.000010688
1.52579E+12,2018-05-08T20:23:48.709,66.696,0.00003775,0.000002188,0.000021375
1.52579E+12,2018-05-08T20:23:48.748,66.735,-0.000054875,-0.000001813,0.00001425
1.52579E+12,2018-05-08T20:23:48.789,66.776,0.000036687,-0.000014125,0.000016687
1.52579E+12,2018-05-08T20:23:48.830,66.817,-0.000051625,0.000013812,0.000020625
1.52579E+12,2018-05-08T20:23:48.870,66.857,0.000030125,-0.000027937,0.000009125
1.52579E+12,2018-05-08T20:23:48.911,66.898,-0.000042563,0.000026563,0.000026187
1.52579E+12,2018-05-08T20:23:48.952,66.939,0.000016313,-0.0000385,-0.00000075
1.52579E+12,2018-05-08T20:23:48.991,66.978,-0.000039625,0.000022187,0.000034875
1.52579E+12,2018-05-08T20:23:49.033,67.02,-0.000030937,0.000030562,0.000034125
1.52579E+12,2018-05-08T20:23:49.074,67.061,-0.000019312,0.00003675,0.000032937
1.52579E+12,2018-05-08T20:23:49.113,67.1,-0.000007688,0.00003925,0.00002975
1.52579E+12,2018-05-08T20:23:49.154,67.141,0.000006125,0.00003675,0.000023375
1.52579E+12,2018-05-08T20:23:49.195,67.182,0.000018875,0.000030562,0.000019812
1.52579E+12,2018-05-08T20:23:49.235,67.222,0.0000305,0.000023312,0.00001625
1.52579E+12,2018-05-08T20:23:49.276,67.263,0.00003775,0.0000135,0.000012688
1.52579E+12,2018-05-08T20:23:49.317,67.304,0.000042812,0.000002188,0.000011875
1.52579E+12,2018-05-08T20:23:49.356,67.343,0.000043188,-0.000011562,0.000009875
1.52579E+12,2018-05-08T20:23:49.397,67.384,0.000040313,-0.000022875,0.000010313
1.52579E+12,2018-05-08T20:23:49.438,67.425,0.000036313,-0.000034125,0.000009125
1.52579E+12,2018-05-08T20:23:49.478,67.465,0.000027563,-0.000042125,0.000011062
1.52579E+12,2018-05-08T20:23:49.519,67.506,0.0000185,-0.0000465,0.00001425
1.52579E+12,2018-05-08T20:23:49.558,67.545,0.000008312,-0.0000505,0.000017063
1.52579E+12,2018-05-08T20:23:49.599,67.586,0.000000688,0.00004725,0.000003125
1.52579E+12,2018-05-08T20:23:49.640,67.627,0.000005438,0.000046187,0.000001562
1.52579E+12,2018-05-08T20:23:49.680,67.667,0.000004688,0.000046563,0.000002375
1.52579E+12,2018-05-08T20:23:49.721,67.708,0.000006125,0.000046875,0.0000055
