epoch (ms),time (05:00),elapsed (s),pitch (deg),roll (deg),yaw (deg),heading (deg)
1517304955142,2018-01-30T14:35:55.142,11.722,-86.803,6.332,292.297,292.297
1517304955150,2018-01-30T14:35:55.150,11.730,-86.775,6.296,292.538,292.538
1517304955157,2018-01-30T14:35:55.157,11.737,-86.863,6.189,292.844,292.844
1517304955165,2018-01-30T14:35:55.165,11.745,-86.947,6.113,293.098,293.098
1517304955172,2018-01-30T14:35:55.172,11.752,-86.988,6.136,293.372,293.372
1517304955180,2018-01-30T14:35:55.180,11.760,-87.023,6.221,293.706,293.706
1517304955187,2018-01-30T14:35:55.187,11.767,-87.040,6.303,294.048,294.048
1517304955195,2018-01-30T14:35:55.195,11.775,-87.100,6.401,294.376,294.376
1517304955202,2018-01-30T14:35:55.202,11.782,-87.193,6.484,294.695,294.695
1517304955210,2018-01-30T14:35:55.210,11.790,-87.250,6.547,295.009,295.009
1517304955217,2018-01-30T14:35:55.217,11.797,-87.269,6.627,295.230,295.230
1517304955225,2018-01-30T14:35:55.225,11.805,-87.246,6.767,295.276,295.276
1517304955232,2018-01-30T14:35:55.232,11.812,-87.168,6.968,295.137,295.137
1517304955240,2018-01-30T14:35:55.240,11.820,-87.036,7.234,294.808,294.808
1517304955247,2018-01-30T14:35:55.247,11.827,-86.839,7.585,294.296,294.296
1517304955254,2018-01-30T14:35:55.254,11.834,-86.576,8.032,293.608,293.608
1517304955277,2018-01-30T14:35:55.277,11.857,-86.245,8.552,292.800,292.800
1517304955285,2018-01-30T14:35:55.285,11.865,-85.860,9.102,291.954,291.954
1517304955292,2018-01-30T14:35:55.292,11.872,-85.474,9.677,291.089,291.089
1517304955300,2018-01-30T14:35:55.300,11.880,-85.112,10.237,290.272,290.272
1517304955315,2018-01-30T14:35:55.315,11.895,-84.818,10.723,289.587,289.587
1517304955322,2018-01-30T14:35:55.322,11.902,-84.639,11.067,289.152,289.152
1517304955337,2018-01-30T14:35:55.337,11.917,-84.559,11.276,288.978,288.978
1517304955345,2018-01-30T14:35:55.345,11.925,-84.489,11.452,288.851,288.851
1517304955352,2018-01-30T14:35:55.352,11.932,-84.377,11.636,288.667,288.667
1517304955359,2018-01-30T14:35:55.359,11.939,-84.247,11.810,288.418,288.418
1517304955367,2018-01-30T14:35:55.367,11.947,-84.118,11.963,288.109,288.109
1517304955374,2018-01-30T14:35:55.374,11.954,-84.032,12.114,287.745,287.745
1517304955390,2018-01-30T14:35:55.390,11.970,-83.995,12.276,287.338,287.338
1517304955397,2018-01-30T14:35:55.397,11.977,-83.981,12.461,286.871,286.871
1517304955405,2018-01-30T14:35:55.405,11.985,-83.994,12.667,286.343,286.343
1517304955421,2018-01-30T14:35:55.421,12.001,-84.029,12.889,285.778,285.778
1517304955429,2018-01-30T14:35:55.429,12.009,-84.075,13.113,285.201,285.201
1517304955437,2018-01-30T14:35:55.437,12.017,-84.139,13.327,284.635,284.635
1517304955450,2018-01-30T14:35:55.450,12.030,-84.225,13.520,284.116,284.116
1517304955457,2018-01-30T14:35:55.457,12.037,-84.327,13.678,283.663,283.663
1517304955480,2018-01-30T14:35:55.480,12.060,-84.429,13.794,283.277,283.277
1517304955487,2018-01-30T14:35:55.487,12.067,-84.535,13.873,282.966,282.966
1517304955502,2018-01-30T14:35:55.502,12.082,-84.652,13.926,282.715,282.715
1517304955517,2018-01-30T14:35:55.517,12.097,-84.755,13.964,282.486,282.486
1517304955525,2018-01-30T14:35:55.525,12.105,-84.838,13.998,282.259,282.259
1517304955532,2018-01-30T14:35:55.532,12.112,-84.907,14.034,282.028,282.028
1517304955540,2018-01-30T14:35:55.540,12.120,-84.968,14.068,281.781,281.781
1517304955547,2018-01-30T14:35:55.547,12.127,-85.012,14.085,281.517,281.517
1517304955555,2018-01-30T14:35:55.555,12.135,-85.037,14.085,281.238,281.238
1517304955563,2018-01-30T14:35:55.563,12.143,-85.060,14.076,280.952,280.952
1517304955571,2018-01-30T14:35:55.571,12.151,-85.090,14.062,280.658,280.658
1517304955578,2018-01-30T14:35:55.578,12.158,-85.112,14.045,280.356,280.356
1517304955592,2018-01-30T14:35:55.592,12.172,-85.120,14.027,280.035,280.035
1517304955602,2018-01-30T14:35:55.602,12.182,-85.121,14.017,279.699,279.699
1517304955608,2018-01-30T14:35:55.608,12.188,-85.132,14.024,279.360,279.360
1517304955622,2018-01-30T14:35:55.622,12.202,-85.158,14.054,279.025,279.025
1517304955630,2018-01-30T14:35:55.630,12.210,-85.203,14.103,278.694,278.694
1517304955645,2018-01-30T14:35:55.645,12.225,-85.261,14.164,278.360,278.360
1517304955652,2018-01-30T14:35:55.652,12.232,-85.322,14.238,278.013,278.013
1517304955660,2018-01-30T14:35:55.660,12.240,-85.374,14.324,277.650,277.650
1517304955675,2018-01-30T14:35:55.675,12.255,-85.410,14.415,277.275,277.275
1517304955682,2018-01-30T14:35:55.682,12.262,-85.441,14.505,276.896,276.896
1517304955690,2018-01-30T14:35:55.690,12.270,-85.479,14.590,276.514,276.514
1517304955705,2018-01-30T14:35:55.705,12.285,-85.541,14.659,276.144,276.144
1517304955712,2018-01-30T14:35:55.712,12.292,-85.639,14.704,275.794,275.794
1517304955720,2018-01-30T14:35:55.720,12.300,-85.759,14.711,275.473,275.473
1517304955742,2018-01-30T14:35:55.742,12.322,-85.893,14.684,275.173,275.173
1517304955750,2018-01-30T14:35:55.750,12.330,-86.025,14.637,274.887,274.887
1517304955757,2018-01-30T14:35:55.757,12.337,-86.140,14.583,274.613,274.613
1517304955765,2018-01-30T14:35:55.765,12.345,-86.227,14.525,274.362,274.362
1517304955772,2018-01-30T14:35:55.772,12.352,-86.270,14.467,274.142,274.142
1517304955780,2018-01-30T14:35:55.780,12.360,-86.274,14.424,273.942,273.942
1517304955795,2018-01-30T14:35:55.795,12.375,-86.265,14.396,273.741,273.741
1517304955802,2018-01-30T14:35:55.802,12.382,-86.220,14.372,273.522,273.522
1517304955810,2018-01-30T14:35:55.810,12.390,-86.117,14.341,273.285,273.285
1517304955840,2018-01-30T14:35:55.840,12.420,-85.966,14.295,273.061,273.061
1517304955847,2018-01-30T14:35:55.847,12.427,-85.805,14.226,272.890,272.890
1517304955855,2018-01-30T14:35:55.855,12.435,-85.665,14.119,272.808,272.808
1517304955862,2018-01-30T14:35:55.862,12.442,-85.729,13.801,273.140,273.140
1517304955870,2018-01-30T14:35:55.870,12.450,-86.140,13.134,274.205,274.205
1517304955877,2018-01-30T14:35:55.877,12.457,-86.609,12.349,275.484,275.484
1517304955885,2018-01-30T14:35:55.885,12.465,-86.981,11.623,276.774,276.774
1517304955892,2018-01-30T14:35:55.892,12.472,-87.248,10.918,278.113,278.113
1517304955907,2018-01-30T14:35:55.907,12.487,-87.449,10.236,279.465,279.465
1517304955915,2018-01-30T14:35:55.915,12.495,-87.646,9.599,280.787,280.787
1517304955922,2018-01-30T14:35:55.922,12.502,-87.884,9.009,282.133,282.133
1517304955937,2018-01-30T14:35:55.937,12.517,-88.191,8.503,283.490,283.490
1517304955945,2018-01-30T14:35:55.945,12.525,-88.502,8.102,284.789,284.789
1517304955952,2018-01-30T14:35:55.952,12.532,-88.827,7.804,285.957,285.957
1517304955967,2018-01-30T14:35:55.967,12.547,-89.144,7.642,286.896,286.896
1517304955979,2018-01-30T14:35:55.979,12.559,-89.369,7.668,287.454,287.454
1517304955985,2018-01-30T14:35:55.985,12.565,-89.482,7.810,287.653,287.653
1517304955997,2018-01-30T14:35:55.997,12.577,-89.552,7.973,287.678,287.678
1517304956005,2018-01-30T14:35:56.005,12.585,-89.569,8.140,287.631,287.631
1517304956012,2018-01-30T14:35:56.012,12.592,-89.577,8.300,287.597,287.597
1517304956027,2018-01-30T14:35:56.027,12.607,-89.611,8.459,287.588,287.588
1517304956034,2018-01-30T14:35:56.034,12.614,-89.638,8.637,287.589,287.589
1517304956050,2018-01-30T14:35:56.050,12.630,-89.623,8.826,287.596,287.596
1517304956057,2018-01-30T14:35:56.057,12.637,-89.564,9.016,287.594,287.594
1517304956064,2018-01-30T14:35:56.064,12.644,-89.478,9.198,287.587,287.587
1517304956080,2018-01-30T14:35:56.080,12.660,-89.416,9.364,287.596,287.596
1517304956087,2018-01-30T14:35:56.087,12.667,-89.413,9.506,287.644,287.644
1517304956095,2018-01-30T14:35:56.095,12.675,-89.428,9.625,287.725,287.725
1517304956110,2018-01-30T14:35:56.110,12.690,-89.423,9.698,287.834,287.834
1517304956117,2018-01-30T14:35:56.117,12.697,-89.420,9.738,287.951,287.951
1517304956133,2018-01-30T14:35:56.133,12.713,-89.402,9.791,288.062,288.062
1517304956141,2018-01-30T14:35:56.141,12.721,-89.362,9.853,288.169,288.169
1517304956156,2018-01-30T14:35:56.156,12.736,-89.295,9.907,288.281,288.281
1517304956163,2018-01-30T14:35:56.163,12.743,-89.217,9.942,288.401,288.401
1517304956170,2018-01-30T14:35:56.170,12.750,-89.132,9.958,288.524,288.524
1517304956178,2018-01-30T14:35:56.178,12.758,-89.039,9.951,288.638,288.638
1517304956187,2018-01-30T14:35:56.187,12.767,-88.950,9.912,288.755,288.755
1517304956210,2018-01-30T14:35:56.210,12.790,-88.885,9.837,288.878,288.878
1517304956224,2018-01-30T14:35:56.224,12.804,-88.897,9.715,289.008,289.008
1517304956237,2018-01-30T14:35:56.237,12.817,-88.976,9.563,289.165,289.165
1517304956245,2018-01-30T14:35:56.245,12.825,-89.101,9.391,289.363,289.363
1517304956260,2018-01-30T14:35:56.260,12.840,-89.259,9.186,289.600,289.600
1517304956267,2018-01-30T14:35:56.267,12.847,-89.439,8.962,289.859,289.859
1517304956275,2018-01-30T14:35:56.275,12.855,-89.619,8.735,290.122,290.122
1517304956284,2018-01-30T14:35:56.284,12.864,-89.750,8.507,290.330,290.330
1517304956292,2018-01-30T14:35:56.292,12.872,-89.742,8.272,290.240,290.240
1517304956299,2018-01-30T14:35:56.299,12.879,-89.819,7.996,290.171,290.171
1517304956307,2018-01-30T14:35:56.307,12.887,-89.942,7.794,290.301,290.301
1517304956314,2018-01-30T14:35:56.314,12.894,-90.003,7.704,290.433,290.433
1517304956322,2018-01-30T14:35:56.322,12.902,-90.057,7.660,290.586,290.586
1517304956334,2018-01-30T14:35:56.334,12.914,-90.173,7.583,290.900,290.900
1517304956342,2018-01-30T14:35:56.342,12.922,-90.365,7.410,291.351,291.351
1517304956350,2018-01-30T14:35:56.350,12.930,-90.602,7.135,291.841,291.841
1517304956357,2018-01-30T14:35:56.357,12.937,-90.855,6.805,292.284,292.284
1517304956373,2018-01-30T14:35:56.373,12.953,-91.109,6.479,292.647,292.647
1517304956380,2018-01-30T14:35:56.380,12.960,-91.352,6.227,292.900,292.900
1517304956387,2018-01-30T14:35:56.387,12.967,-91.607,6.020,293.066,293.066
1517304956402,2018-01-30T14:35:56.402,12.982,-91.867,5.795,293.202,293.202
1517304956410,2018-01-30T14:35:56.410,12.990,-92.100,5.590,293.276,293.276
1517304956417,2018-01-30T14:35:56.417,12.997,-92.262,5.456,293.286,293.286
1517304956432,2018-01-30T14:35:56.432,13.012,-92.369,5.410,293.322,293.322
1517304956440,2018-01-30T14:35:56.440,13.020,-92.466,5.466,293.401,293.401
1517304956455,2018-01-30T14:35:56.455,13.035,-92.589,5.607,293.493,293.493
1517304956462,2018-01-30T14:35:56.462,13.042,-92.735,5.808,293.530,293.530
1517304956470,2018-01-30T14:35:56.470,13.050,-92.885,6.055,293.460,293.460
1517304956485,2018-01-30T14:35:56.485,13.065,-93.040,6.264,293.408,293.408
1517304956492,2018-01-30T14:35:56.492,13.072,-93.236,6.270,293.605,293.605
1517304956507,2018-01-30T14:35:56.507,13.087,-93.457,5.998,294.142,294.142
1517304956515,2018-01-30T14:35:56.515,13.095,-93.646,5.517,294.936,294.936
1517304956522,2018-01-30T14:35:56.522,13.102,-93.784,5.017,295.735,295.735
1517304956530,2018-01-30T14:35:56.530,13.110,-93.873,4.648,296.346,296.346
1517304956545,2018-01-30T14:35:56.545,13.125,-93.938,4.413,296.778,296.778
1517304956552,2018-01-30T14:35:56.552,13.132,-93.974,4.317,297.032,297.032
1517304956560,2018-01-30T14:35:56.560,13.140,-93.973,4.353,297.151,297.151
1517304956575,2018-01-30T14:35:56.575,13.155,-93.960,4.525,297.167,297.167
1517304956582,2018-01-30T14:35:56.582,13.162,-93.955,4.831,297.089,297.089
1517304956590,2018-01-30T14:35:56.590,13.170,-93.949,5.240,296.926,296.926
1517304956620,2018-01-30T14:35:56.620,13.200,-93.927,5.709,296.688,296.688
1517304956627,2018-01-30T14:35:56.627,13.207,-93.884,6.191,296.410,296.410
1517304956635,2018-01-30T14:35:56.635,13.215,-93.832,6.662,296.115,296.115
1517304956642,2018-01-30T14:35:56.642,13.222,-93.788,7.132,295.774,295.774
1517304956650,2018-01-30T14:35:56.650,13.230,-93.746,7.638,295.347,295.347
1517304956657,2018-01-30T14:35:56.657,13.237,-93.691,8.198,294.868,294.868
1517304956664,2018-01-30T14:35:56.664,13.244,-93.628,8.793,294.388,294.388
1517304956672,2018-01-30T14:35:56.672,13.252,-93.572,9.384,293.945,293.945
1517304956687,2018-01-30T14:35:56.687,13.267,-93.515,9.938,293.545,293.545
1517304956695,2018-01-30T14:35:56.695,13.275,-93.428,10.456,293.116,293.116
1517304956702,2018-01-30T14:35:56.702,13.282,-93.342,10.924,292.608,292.608
1517304956717,2018-01-30T14:35:56.717,13.297,-93.280,11.329,292.016,292.016
1517304956725,2018-01-30T14:35:56.725,13.305,-93.269,11.706,291.267,291.267
1517304956732,2018-01-30T14:35:56.732,13.312,-93.330,12.097,290.392,290.392
1517304956747,2018-01-30T14:35:56.747,13.327,-93.414,12.522,289.492,289.492
1517304956755,2018-01-30T14:35:56.755,13.335,-93.463,12.990,288.585,288.585
1517304956762,2018-01-30T14:35:56.762,13.342,-93.456,13.485,287.670,287.670
1517304956785,2018-01-30T14:35:56.785,13.365,-93.395,14.012,286.712,286.712
1517304956792,2018-01-30T14:35:56.792,13.372,-93.290,14.555,285.740,285.740
1517304956800,2018-01-30T14:35:56.800,13.380,-93.184,15.059,284.822,284.822
1517304956815,2018-01-30T14:35:56.815,13.395,-93.062,15.493,283.980,283.980
1517304956822,2018-01-30T14:35:56.822,13.402,-92.918,15.848,283.252,283.252
1517304956830,2018-01-30T14:35:56.830,13.410,-92.776,16.150,282.604,282.604
1517304956838,2018-01-30T14:35:56.838,13.418,-92.634,16.417,282.011,282.011
1517304956847,2018-01-30T14:35:56.847,13.427,-92.665,16.163,282.001,282.001
1517304956875,2018-01-30T14:35:56.875,13.455,-92.625,16.123,281.823,281.823
1517304956882,2018-01-30T14:35:56.882,13.462,-92.645,15.899,281.846,281.846
1517304956890,2018-01-30T14:35:56.890,13.470,-92.667,15.562,281.956,281.956
1517304956897,2018-01-30T14:35:56.897,13.477,-92.628,15.238,282.021,282.021
1517304956905,2018-01-30T14:35:56.905,13.485,-92.554,14.997,282.011,282.011
1517304956912,2018-01-30T14:35:56.912,13.492,-92.477,14.833,281.959,281.959
1517304956920,2018-01-30T14:35:56.920,13.500,-92.425,14.818,281.784,281.784
1517304956927,2018-01-30T14:35:56.927,13.507,-92.322,14.865,281.630,281.630
1517304956935,2018-01-30T14:35:56.935,13.515,-92.271,14.894,281.573,281.573
1517304956950,2018-01-30T14:35:56.950,13.530,-92.257,14.930,281.515,281.515
1517304956957,2018-01-30T14:35:56.957,13.537,-92.220,15.013,281.378,281.378
1517304956965,2018-01-30T14:35:56.965,13.545,-92.125,15.191,281.089,281.089
1517304956980,2018-01-30T14:35:56.980,13.560,-92.007,15.420,280.691,280.691
1517304956987,2018-01-30T14:35:56.987,13.567,-91.910,15.624,280.275,280.275
1517304956995,2018-01-30T14:35:56.995,13.575,-91.820,15.787,279.868,279.868
1517304957010,2018-01-30T14:35:57.010,13.590,-91.695,15.942,279.436,279.436
1517304957017,2018-01-30T14:35:57.017,13.597,-91.566,16.093,279.020,279.020
1517304957027,2018-01-30T14:35:57.027,13.607,-91.491,16.204,278.659,278.659
1517304957040,2018-01-30T14:35:57.040,13.620,-91.408,16.347,278.268,278.268
1517304957047,2018-01-30T14:35:57.047,13.627,-91.272,16.569,277.809,277.809
1517304957062,2018-01-30T14:35:57.062,13.642,-91.152,16.754,277.384,277.384
1517304957070,2018-01-30T14:35:57.070,13.650,-91.064,16.852,277.034,277.034
1517304957085,2018-01-30T14:35:57.085,13.665,-90.955,16.924,276.723,276.723
1517304957092,2018-01-30T14:35:57.092,13.672,-90.803,16.984,276.455,276.455
1517304957100,2018-01-30T14:35:57.100,13.680,-90.628,17.038,276.211,276.211
1517304957108,2018-01-30T14:35:57.108,13.688,-90.437,17.112,275.980,275.980
1517304957122,2018-01-30T14:35:57.122,13.702,-90.284,17.169,275.786,275.786
1517304957130,2018-01-30T14:35:57.130,13.710,-90.318,16.956,275.886,275.886
1517304957145,2018-01-30T14:35:57.145,13.725,-90.338,16.758,276.018,276.018
1517304957160,2018-01-30T14:35:57.160,13.740,-90.333,16.576,276.169,276.169
1517304957167,2018-01-30T14:35:57.167,13.747,-90.338,16.375,276.352,276.352
1517304957175,2018-01-30T14:35:57.175,13.755,-90.403,16.163,276.572,276.572
1517304957182,2018-01-30T14:35:57.182,13.762,-90.337,16.192,276.576,276.576
1517304957190,2018-01-30T14:35:57.190,13.770,-90.321,16.212,276.607,276.607
1517304957197,2018-01-30T14:35:57.197,13.777,-90.297,16.224,276.641,276.641
1517304957212,2018-01-30T14:35:57.212,13.792,-90.250,16.224,276.654,276.654
1517304957220,2018-01-30T14:35:57.220,13.800,-90.187,16.214,276.656,276.656
1517304957228,2018-01-30T14:35:57.228,13.808,-90.110,16.208,276.683,276.683
1517304957242,2018-01-30T14:35:57.242,13.822,-90.024,16.199,276.755,276.755
1517304957250,2018-01-30T14:35:57.250,13.830,-89.952,16.199,276.859,276.859
1517304957265,2018-01-30T14:35:57.265,13.845,-89.910,16.199,276.959,276.959
1517304957272,2018-01-30T14:35:57.272,13.852,-89.886,16.200,277.027,277.027
1517304957280,2018-01-30T14:35:57.280,13.860,-90.037,15.976,277.300,277.300
1517304957302,2018-01-30T14:35:57.302,13.882,-90.156,15.744,277.579,277.579
1517304957318,2018-01-30T14:35:57.318,13.898,-90.241,15.512,277.862,277.862
1517304957324,2018-01-30T14:35:57.324,13.904,-90.319,15.296,278.135,278.135
1517304957332,2018-01-30T14:35:57.332,13.912,-90.393,15.100,278.392,278.392
1517304957341,2018-01-30T14:35:57.341,13.921,-90.462,14.913,278.635,278.635
1517304957348,2018-01-30T14:35:57.348,13.928,-90.540,14.728,278.876,278.876
1517304957356,2018-01-30T14:35:57.356,13.936,-90.632,14.533,279.120,279.120
1517304957363,2018-01-30T14:35:57.363,13.943,-90.729,14.345,279.337,279.337
1517304957371,2018-01-30T14:35:57.371,13.951,-90.820,14.178,279.517,279.517
1517304957385,2018-01-30T14:35:57.385,13.965,-90.886,14.020,279.680,279.680
1517304957392,2018-01-30T14:35:57.392,13.972,-90.867,14.039,279.697,279.697
1517304957400,2018-01-30T14:35:57.400,13.980,-90.837,14.094,279.783,279.783
1517304957415,2018-01-30T14:35:57.415,13.995,-90.828,14.163,279.938,279.938
1517304957424,2018-01-30T14:35:57.424,14.004,-90.830,14.188,280.082,280.082
1517304957431,2018-01-30T14:35:57.431,14.011,-90.901,14.003,280.398,280.398
1517304957445,2018-01-30T14:35:57.445,14.025,-90.885,13.986,280.526,280.526
1517304957454,2018-01-30T14:35:57.454,14.034,-90.880,13.960,280.659,280.659
1517304957467,2018-01-30T14:35:57.467,14.047,-90.873,13.935,280.777,280.777
1517304957475,2018-01-30T14:35:57.475,14.055,-90.981,13.713,281.078,281.078
1517304957482,2018-01-30T14:35:57.482,14.062,-91.085,13.503,281.349,281.349
1517304957497,2018-01-30T14:35:57.497,14.077,-91.155,13.322,281.616,281.616
1517304957504,2018-01-30T14:35:57.504,14.084,-91.225,13.139,281.960,281.960
1517304957512,2018-01-30T14:35:57.512,14.092,-91.312,12.913,282.306,282.306
1517304957527,2018-01-30T14:35:57.527,14.107,-91.380,12.677,282.606,282.606
1517304957535,2018-01-30T14:35:57.535,14.115,-91.452,12.436,282.885,282.885
1517304957544,2018-01-30T14:35:57.544,14.124,-91.513,12.209,283.141,283.141
1517304957558,2018-01-30T14:35:57.558,14.138,-91.553,11.980,283.420,283.420
1517304957568,2018-01-30T14:35:57.568,14.148,-91.577,11.735,283.735,283.735
1517304957580,2018-01-30T14:35:57.580,14.160,-91.606,11.471,284.078,284.078
1517304957587,2018-01-30T14:35:57.587,14.167,-91.641,11.190,284.425,284.425
1517304957595,2018-01-30T14:35:57.595,14.175,-91.689,10.911,284.747,284.747
1517304957612,2018-01-30T14:35:57.612,14.192,-91.728,10.674,284.993,284.993
1517304957619,2018-01-30T14:35:57.619,14.199,-91.697,10.504,285.187,285.187
1517304957627,2018-01-30T14:35:57.627,14.207,-91.684,10.294,285.502,285.502
1517304957635,2018-01-30T14:35:57.635,14.215,-91.735,10.022,285.843,285.843
1517304957647,2018-01-30T14:35:57.647,14.227,-91.764,9.751,286.108,286.108
1517304957655,2018-01-30T14:35:57.655,14.235,-91.772,9.480,286.345,286.345
1517304957670,2018-01-30T14:35:57.670,14.250,-91.742,9.318,286.468,286.468
1517304957677,2018-01-30T14:35:57.677,14.257,-91.725,9.177,286.611,286.611
1517304957685,2018-01-30T14:35:57.685,14.265,-91.736,9.059,286.727,286.727
1517304957700,2018-01-30T14:35:57.700,14.280,-91.806,8.868,286.872,286.872
1517304957707,2018-01-30T14:35:57.707,14.287,-91.862,8.686,286.995,286.995
1517304957715,2018-01-30T14:35:57.715,14.295,-91.914,8.502,287.121,287.121
1517304957730,2018-01-30T14:35:57.730,14.310,-91.966,8.307,287.247,287.247
1517304957738,2018-01-30T14:35:57.738,14.318,-92.020,8.100,287.369,287.369
1517304957746,2018-01-30T14:35:57.746,14.326,-92.088,7.874,287.492,287.492
1517304957767,2018-01-30T14:35:57.767,14.347,-92.162,7.648,287.591,287.591
1517304957774,2018-01-30T14:35:57.774,14.354,-92.238,7.444,287.659,287.659
1517304957785,2018-01-30T14:35:57.785,14.365,-92.319,7.251,287.716,287.716
1517304957798,2018-01-30T14:35:57.798,14.378,-92.405,7.069,287.760,287.760
1517304957812,2018-01-30T14:35:57.812,14.392,-92.485,6.900,287.800,287.800
1517304957835,2018-01-30T14:35:57.835,14.415,-92.561,6.737,287.849,287.849
1517304957842,2018-01-30T14:35:57.842,14.422,-92.639,6.579,287.898,287.898
1517304957850,2018-01-30T14:35:57.850,14.430,-92.720,6.435,287.921,287.921
1517304957857,2018-01-30T14:35:57.857,14.437,-92.796,6.308,287.921,287.921
1517304957865,2018-01-30T14:35:57.865,14.445,-92.878,6.196,287.917,287.917
1517304957872,2018-01-30T14:35:57.872,14.452,-92.956,6.085,287.917,287.917
1517304957880,2018-01-30T14:35:57.880,14.460,-93.021,5.975,287.915,287.915
1517304957894,2018-01-30T14:35:57.894,14.474,-93.083,5.871,287.904,287.904
1517304957904,2018-01-30T14:35:57.904,14.484,-93.149,5.769,287.892,287.892
1517304957912,2018-01-30T14:35:57.912,14.492,-93.213,5.678,287.864,287.864
1517304957927,2018-01-30T14:35:57.927,14.507,-93.270,5.613,287.806,287.806
1517304957934,2018-01-30T14:35:57.934,14.514,-93.344,5.564,287.729,287.729
1517304957942,2018-01-30T14:35:57.942,14.522,-93.433,5.517,287.639,287.639
1517304957949,2018-01-30T14:35:57.949,14.529,-93.525,5.464,287.542,287.542
1517304957957,2018-01-30T14:35:57.957,14.537,-93.608,5.398,287.442,287.442
1517304957965,2018-01-30T14:35:57.965,14.545,-93.687,5.327,287.335,287.335
1517304957972,2018-01-30T14:35:57.972,14.552,-93.762,5.260,287.208,287.208
1517304957982,2018-01-30T14:35:57.982,14.562,-93.814,5.199,287.060,287.060
1517304957993,2018-01-30T14:35:57.993,14.573,-93.858,5.146,286.901,286.901
1517304958002,2018-01-30T14:35:58.002,14.582,-93.895,5.102,286.737,286.737
1517304958009,2018-01-30T14:35:58.009,14.589,-93.916,5.064,286.576,286.576
1517304958030,2018-01-30T14:35:58.030,14.610,-93.937,5.031,286.427,286.427
1517304958037,2018-01-30T14:35:58.037,14.617,-93.963,5.008,286.280,286.280
1517304958045,2018-01-30T14:35:58.045,14.625,-93.980,4.988,286.134,286.134
1517304958052,2018-01-30T14:35:58.052,14.632,-93.995,4.969,286.004,286.004
1517304958060,2018-01-30T14:35:58.060,14.640,-94.013,4.945,285.885,285.885
1517304958074,2018-01-30T14:35:58.074,14.654,-94.029,4.914,285.768,285.768
1517304958082,2018-01-30T14:35:58.082,14.662,-94.031,4.877,285.658,285.658
1517304958090,2018-01-30T14:35:58.090,14.670,-94.030,4.841,285.554,285.554
1517304958105,2018-01-30T14:35:58.105,14.685,-94.023,4.819,285.439,285.439
1517304958112,2018-01-30T14:35:58.112,14.692,-94.001,4.816,285.329,285.329
1517304958119,2018-01-30T14:35:58.119,14.699,-93.956,4.829,285.230,285.230
1517304958135,2018-01-30T14:35:58.135,14.715,-93.879,4.852,285.141,285.141
1517304958142,2018-01-30T14:35:58.142,14.722,-93.783,4.883,285.052,285.052
1517304958149,2018-01-30T14:35:58.149,14.729,-93.694,4.916,284.953,284.953
1517304958165,2018-01-30T14:35:58.165,14.745,-93.606,4.957,284.853,284.853
1517304958172,2018-01-30T14:35:58.172,14.752,-93.502,4.999,284.772,284.772
1517304958180,2018-01-30T14:35:58.180,14.760,-93.375,5.050,284.704,284.704
1517304958202,2018-01-30T14:35:58.202,14.782,-93.230,5.111,284.629,284.629
1517304958209,2018-01-30T14:35:58.209,14.789,-93.099,5.176,284.535,284.535
1517304958217,2018-01-30T14:35:58.217,14.797,-92.981,5.255,284.422,284.422
1517304958224,2018-01-30T14:35:58.224,14.804,-92.864,5.345,284.312,284.312
1517304958239,2018-01-30T14:35:58.239,14.819,-92.756,5.433,284.224,284.224
1517304958247,2018-01-30T14:35:58.247,14.827,-92.656,5.530,284.149,284.149
1517304958255,2018-01-30T14:35:58.255,14.835,-92.554,5.629,284.081,284.081
1517304958262,2018-01-30T14:35:58.262,14.842,-92.452,5.713,284.011,284.011
1517304958277,2018-01-30T14:35:58.277,14.857,-92.355,5.785,283.924,283.924
1517304958286,2018-01-30T14:35:58.286,14.866,-92.288,5.852,283.841,283.841
1517304958293,2018-01-30T14:35:58.293,14.873,-92.231,5.919,283.773,283.773
1517304958308,2018-01-30T14:35:58.308,14.888,-92.187,5.968,283.730,283.730
1517304958316,2018-01-30T14:35:58.316,14.896,-92.156,6.022,283.681,283.681
1517304958323,2018-01-30T14:35:58.323,14.903,-92.138,6.074,283.645,283.645
1517304958337,2018-01-30T14:35:58.337,14.917,-92.132,6.115,283.607,283.607
1517304958345,2018-01-30T14:35:58.345,14.925,-92.143,6.146,283.577,283.577
1517304958352,2018-01-30T14:35:58.352,14.932,-92.162,6.172,283.552,283.552
1517304958367,2018-01-30T14:35:58.367,14.947,-92.182,6.198,283.526,283.526
1517304958375,2018-01-30T14:35:58.375,14.955,-92.204,6.231,283.505,283.505
1517304958382,2018-01-30T14:35:58.382,14.962,-92.236,6.271,283.481,283.481
1517304958397,2018-01-30T14:35:58.397,14.977,-92.263,6.314,283.456,283.456
1517304958420,2018-01-30T14:35:58.420,15.000,-92.294,6.358,283.440,283.440
1517304958435,2018-01-30T14:35:58.435,15.015,-92.335,6.404,283.437,283.437
1517304958442,2018-01-30T14:35:58.442,15.022,-92.379,6.449,283.444,283.444
1517304958449,2018-01-30T14:35:58.449,15.029,-92.423,6.480,283.463,283.463
1517304958457,2018-01-30T14:35:58.457,15.037,-92.461,6.497,283.493,283.493
1517304958464,2018-01-30T14:35:58.464,15.044,-92.491,6.507,283.533,283.533
