epoch (ms),time (10:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1.52579E+12,2018-05-08T20:23:23.798,41.785,-0.000034563,-0.000034875,0.000011875
1.52579E+12,2018-05-08T20:23:23.839,41.826,-0.000034875,-0.00003375,0.000015063
1.52579E+12,2018-05-08T20:23:23.878,41.865,-0.000032375,-0.000035938,0.000019812
1.52579E+12,2018-05-08T20:23:23.919,41.906,-0.000028,-0.00003775,0.000023
1.52579E+12,2018-05-08T20:23:23.960,41.947,-0.000023312,-0.000038125,0.000028938
1.52579E+12,2018-05-08T20:23:24.000,41.987,-0.000019625,-0.0000345,0.000033687
1.52579E+12,2018-05-08T20:23:24.041,42.028,-0.000019312,-0.000032688,0.0000365
1.52579E+12,2018-05-08T20:23:24.082,42.069,-0.000019625,-0.0000305,0.000039313
1.52579E+12,2018-05-08T20:23:24.121,42.108,-0.000019625,-0.000022125,0.000046375
1.52579E+12,2018-05-08T20:23:24.162,42.149,-0.000022187,-0.00001375,0.000046812
1.52579E+12,2018-05-08T20:23:24.202,42.189,-0.000026937,-0.000008312,0.000048813
1.52579E+12,2018-05-08T20:23:24.243,42.23,-0.000028375,-0.000000312,0.000048
1.52579E+12,2018-05-08T20:23:24.284,42.271,-0.000030562,0.0000095,0.000042812
1.52579E+12,2018-05-08T20:23:24.324,42.311,-0.000032375,0.000012375,0.000040875
1.52579E+12,2018-05-08T20:23:24.365,42.352,-0.000034187,0.000010937,0.000040875
1.52579E+12,2018-05-08T20:23:24.406,42.393,-0.000036375,0.000011312,0.000038875
1.52579E+12,2018-05-08T20:23:24.445,42.432,-0.000037438,0.000010563,0.0000365
1.52579E+12,2018-05-08T20:23:24.486,42.473,-0.000038187,0.00001275,0.000036063
1.52579E+12,2018-05-08T20:23:24.527,42.514,-0.000038187,0.0000135,0.000035687
1.52579E+12,2018-05-08T20:23:24.567,42.554,-0.000038562,0.000012375,0.000036875
1.52579E+12,2018-05-08T20:23:24.608,42.595,-0.00004075,0.000009813,0.000036063
1.52579E+12,2018-05-08T20:23:24.649,42.636,-0.000042875,0.000007688,0.0000325
1.52579E+12,2018-05-08T20:23:24.688,42.675,-0.000043625,0.000006938,0.000030937
1.52579E+12,2018-05-08T20:23:24.729,42.716,-0.000042875,0.000005813,0.000032875
1.52579E+12,2018-05-08T20:23:24.770,42.757,-0.000041062,0.000005125,0.000034125
1.52579E+12,2018-05-08T20:23:24.810,42.797,-0.000038562,0.000006562,0.000037313
1.52579E+12,2018-05-08T20:23:24.851,42.838,-0.000037438,0.000008375,0.000038062
1.52579E+12,2018-05-08T20:23:24.892,42.879,-0.000038938,0.000007313,0.0000385
1.52579E+12,2018-05-08T20:23:24.931,42.918,-0.00003925,0.0000055,0.000037313
1.52579E+12,2018-05-08T20:23:24.972,42.959,-0.000038875,0.000003688,0.00003925
1.52579E+12,2018-05-08T20:23:25.012,42.999,-0.000039625,0,0.000037687
1.52579E+12,2018-05-08T20:23:25.053,43.04,-0.000039625,-0.000001813,0.000037687
1.52579E+12,2018-05-08T20:23:25.094,43.081,-0.000039625,-0.000004688,0.000037687
1.52579E+12,2018-05-08T20:23:25.134,43.121,-0.000038562,-0.00000975,0.000037313
1.52579E+12,2018-05-08T20:23:25.175,43.162,-0.000039625,-0.00001375,0.000035687
1.52579E+12,2018-05-08T20:23:25.216,43.203,-0.000039625,-0.000016687,0.000033687
1.52579E+12,2018-05-08T20:23:25.255,43.242,-0.00003925,-0.000018875,0.000033312
1.52579E+12,2018-05-08T20:23:25.296,43.283,-0.000038187,-0.000018875,0.000033687
1.52579E+12,2018-05-08T20:23:25.337,43.324,-0.00003525,-0.000018125,0.000036875
1.52579E+12,2018-05-08T20:23:25.377,43.364,-0.000034187,-0.000022875,0.0000365
1.52579E+12,2018-05-08T20:23:25.418,43.405,-0.00003275,-0.000025375,0.000034938
1.52579E+12,2018-05-08T20:23:25.459,43.446,-0.000029812,-0.000027563,0.000034875
1.52579E+12,2018-05-08T20:23:25.498,43.485,-0.000027625,-0.000033,0.000030125
1.52579E+12,2018-05-08T20:23:25.539,43.526,-0.000025125,-0.000036687,0.000027375
1.52579E+12,2018-05-08T20:23:25.580,43.567,-0.000024,-0.0000385,0.000024562
1.52579E+12,2018-05-08T20:23:25.620,43.607,-0.000020375,-0.000041375,0.000019812
1.52579E+12,2018-05-08T20:23:25.661,43.648,-0.000020375,-0.00004175,0.000019812
1.52579E+12,2018-05-08T20:23:25.702,43.689,-0.000023625,-0.000039562,0.000023812
1.52579E+12,2018-05-08T20:23:25.741,43.728,-0.000028,-0.0000345,0.000028187
1.52579E+12,2018-05-08T20:23:25.783,43.77,-0.000031625,-0.000029062,0.000031312
1.52579E+12,2018-05-08T20:23:25.822,43.809,-0.000034938,-0.000021063,0.000034125
1.52579E+12,2018-05-08T20:23:25.863,43.85,-0.000036,-0.000014125,0.000036063
1.52579E+12,2018-05-08T20:23:25.904,43.891,-0.000037438,-0.000007625,0.000038875
1.52579E+12,2018-05-08T20:23:25.944,43.931,-0.000036375,0,0.000039625
1.52579E+12,2018-05-08T20:23:25.985,43.972,-0.00003275,0.000006562,0.000042437
1.52579E+12,2018-05-08T20:23:26.026,44.013,-0.00002875,0.0000135,0.00004325
1.52579E+12,2018-05-08T20:23:26.065,44.052,-0.000021437,0.000022563,0.000039625
1.52579E+12,2018-05-08T20:23:26.106,44.093,-0.000012,0.00003125,0.000034938
1.52579E+12,2018-05-08T20:23:26.147,44.134,0.000002125,0.000034938,0.000025
1.52579E+12,2018-05-08T20:23:26.187,44.174,0.0000185,0.00003275,0.000010313
